图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE05000130,电池,1342T0601VE05000130VE00404,戒尺,0,0,1,3,0,坚持,"['jian', 'chi']",['dian-chi'],"{'word': '坚持', 'pinyin': ""['jian', 'chi']"", 'nearest': ['jian', 'chi'], 'minDis': 0.5}",0,1,0
VE05000130,电池,1348T0601VE05000130VE00404,电池,0,0,1,5,1,电池,"['dian', 'chi']",['dian-chi'],"{'word': '电池', 'pinyin': ""['dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618190311406T0601VE05000130VE004041618190728619,电池,0,0,1,5,1,电池,"['dian', 'chi']",['dian-chi'],"{'word': '电池', 'pinyin': ""['dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618194328063T0601VE05000130VE004041618194563412,按池,0,0,0,3,1,坚持,"['jian', 'chi']",['dian-chi'],"{'word': '坚持', 'pinyin': ""['jian', 'chi']"", 'nearest': ['jian', 'chi'], 'minDis': 0.5}",0,1,0
VE05000130,电池,1618275375251T0505VE05000130VE004041618275613265,池,0,0,0,3,0,吃啊,"['chi', 'a']",['dian-chi'],"{'word': '吃啊', 'pinyin': ""['chi', 'a']"", 'nearest': ['chi', 'a'], 'minDis': 3.6}",0,0,0
VE05000130,电池,1618276501878T0601VE05000130VE004041618276900488,电池,0,0,1,5,1,电池,"['dian', 'chi']",['dian-chi'],"{'word': '电池', 'pinyin': ""['dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618279332680T0601VE05000130VE004041618279615739,电池,0,0,1,5,1,电池,"['dian', 'chi']",['dian-chi'],"{'word': '电池', 'pinyin': ""['dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618285767289T0404VE05000130VE004041618286025904,/,0,0,0,0,0,嗯,['en'],['dian-chi'],"{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE05000130,电池,1618295835309T0404VE05000130VE004041618296078970,池,0,0,0,2,0,停,['ting'],['dian-chi'],"{'word': '停', 'pinyin': ""['ting']""}",-1,-1,-1
VE05000130,电池,1618296468087T0505VE05000130VE004041618296761170,制是电池,0,0,1,4,1,这是、电池,"['zhe', 'shi', 'dian', 'chi']",['dian-chi'],"{'word': '这是、电池', 'pinyin': ""['zhe', 'shi', 'dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618449720214T0601VE05000130VE004041618450012224,电词,0,0,0,3,1,电池,"['dian', 'chi']",['dian-chi'],"{'word': '电池', 'pinyin': ""['dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618452037246T0601VE05000130VE004041618452276282,这是 电池,0,0,0,5,1,这是电池,"['zhe', 'shi', 'dian', 'chi']",['dian-chi'],"{'word': '这是电池', 'pinyin': ""['zhe', 'shi', 'dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618453886603T0505VE05000130VE004041618454117103,这是两个电池,0,0,0,5,1,这是两个电池,"['zhe', 'shi', 'liang', 'ge', 'dian', 'chi']",['dian-chi'],"{'word': '这是两个电池', 'pinyin': ""['zhe', 'shi', 'liang', 'ge', 'dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618455059969T0601VE05000130VE004041618455308389,个电池,0,0,0,5,1,个电池,"['ge', 'dian', 'chi']",['dian-chi'],"{'word': '个电池', 'pinyin': ""['ge', 'dian', 'chi']"", 'nearest': ['dian', 'chi'], 'minDis': 0.0}",0,1,0
VE05000130,电池,1618468821499T0404VE05000130VE004041618469096705,/,0,0,0,0,0,,[''],['dian-chi'],{},-1,-1,-1
VE05000130,电池,1618469889703T0404VE05000130VE004041618470130482,按词,0,0,0,2,1,,[''],['dian-chi'],{},-1,-1,-1
VE05000131,梯子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ti-zi'],{},-1,-1,-1
VE05000131,梯子,1340T0503VE05000131VE00058,梯子,0,0,1,5,1,帖子,"['tie', 'zi']",['ti-zi'],"{'word': '帖子', 'pinyin': ""['tie', 'zi']"", 'nearest': ['tie', 'zi'], 'minDis': 0.5}",0,1,0
VE05000131,梯子,1346T0502VE05000131VE00058,梯子,0,0,1,5,1,梯子,"['ti', 'zi']",['ti-zi'],"{'word': '梯子', 'pinyin': ""['ti', 'zi']"", 'nearest': ['ti', 'zi'], 'minDis': 0.0}",0,1,0
VE05000131,梯子,1618283377735T0503VE05000131VE000581618283633675,梯子,0,0,1,5,1,妻子,"['qi', 'zi']",['ti-zi'],"{'word': '妻子', 'pinyin': ""['qi', 'zi']"", 'nearest': ['qi', 'zi'], 'minDis': 0.5}",0,1,0
VE05000131,梯子,1618294378869T0502VE05000131VE000581618294588253,子,0,0,0,1,0,,[''],['ti-zi'],{},-1,-1,-1
VE05000131,梯子,1618297471484T0502VE05000131VE000581618297715653,梯子,0,0,0,5,1,字,['zi'],['ti-zi'],"{'word': '字', 'pinyin': ""['zi']""}",-1,-1,-1
VE05000131,梯子,1618298310027T0503VE05000131VE000581618298491611,楼梯,0,0,1,5,0,,[''],['ti-zi'],{},-1,-1,-1
VE05000131,梯子,1618450419482T0502VE05000131VE000581618450623994,这个梯子,0,0,0,5,1,这个梯子,"['zhe', 'ge', 'ti', 'zi']",['ti-zi'],"{'word': '这个梯子', 'pinyin': ""['zhe', 'ge', 'ti', 'zi']"", 'nearest': ['ti', 'zi'], 'minDis': 0.0}",0,1,0
VE05000131,梯子,1618450727708T0503VE05000131VE000581618450913198,/,0,0,1,0,0,对,['dui'],['ti-zi'],"{'word': '对', 'pinyin': ""['dui']""}",-1,-1,-1
VE05000131,梯子,1618454164862T0503VE05000131VE000581618454327622,梯子,0,0,1,5,1,批评,"['pi', 'ping']",['ti-zi'],"{'word': '批评', 'pinyin': ""['pi', 'ping']"", 'nearest': ['pi', 'ping'], 'minDis': 2.0}",0,,1
VE05000132,浅,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['qian'],{},-1,-1,-1
VE05000132,浅,1340T0503VE05000132VE00888,很浅,0,0,1,5,1,很浅,"['hen', 'qian']",['qian'],"{'word': '很浅', 'pinyin': ""['hen', 'qian']"", 'nearest': ['qian'], 'minDis': 0.0}",0,1,0
VE05000132,浅,1343T0501VE05000132VE00888,嗯 也很深,0,0,1,5,0,嗯也很深,"['en', 'ye', 'hen', 'shen']",['qian'],"{'word': '嗯也很深', 'pinyin': ""['en', 'ye', 'hen', 'shen']"", 'nearest': ['en'], 'minDis': 3.0}",0,0,0
VE05000132,浅,1350T0504VE05000132VE00888,呲藏 很 很低,0,0,1,3,0,车长很恐惧,"['che', 'chang', 'hen', 'kong', 'ju']",['qian'],"{'word': '车长很恐惧', 'pinyin': ""['che', 'chang', 'hen', 'kong', 'ju']"", 'nearest': ['hen'], 'minDis': 3.0}",0,0,0
VE05000132,浅,1618277350113T0501VE05000132VE008881618277575236,小小的,0,0,1,5,0,小小的,"['xiao', 'xiao', 'de']",['qian'],"{'word': '小小的', 'pinyin': ""['xiao', 'xiao', 'de']"", 'nearest': ['xiao'], 'minDis': 1.8}",0,,1
VE05000132,浅,1618283377735T0503VE05000132VE008881618283637246,池塘很小,0,0,1,4,0,其实他很喜欢,"['qi', 'shi', 'ta', 'hen', 'xi', 'huan']",['qian'],"{'word': '其实他很喜欢', 'pinyin': ""['qi', 'shi', 'ta', 'hen', 'xi', 'huan']"", 'nearest': ['qi'], 'minDis': 2.0}",0,,1
VE05000132,浅,1618283790419T0504VE05000132VE008881618283924542,池塘很浅,0,0,0,5,1,池塘很浅,"['chi', 'tang', 'hen', 'qian']",['qian'],"{'word': '池塘很浅', 'pinyin': ""['chi', 'tang', 'hen', 'qian']"", 'nearest': ['qian'], 'minDis': 0.0}",0,1,0
VE05000132,浅,1618296805874T0504VE05000132VE008881618296978502,池塘很浅,0,0,1,5,1,池塘很浅,"['chi', 'tang', 'hen', 'qian']",['qian'],"{'word': '池塘很浅', 'pinyin': ""['chi', 'tang', 'hen', 'qian']"", 'nearest': ['qian'], 'minDis': 0.0}",0,1,0
VE05000132,浅,1618298013833T0501VE05000132VE008881618298219266,池塘就是小呀,0,0,1,4,0,池塘就是小鸭,"['chi', 'tang', 'jiu', 'shi', 'xiao', 'ya']",['qian'],"{'word': '池塘就是小鸭', 'pinyin': ""['chi', 'tang', 'jiu', 'shi', 'xiao', 'ya']"", 'nearest': ['xiao'], 'minDis': 1.8}",0,,1
VE05000132,浅,1618298310027T0503VE05000132VE008881618298498079,不深,0,0,1,4,0,故事,"['gu', 'shi']",['qian'],"{'word': '故事', 'pinyin': ""['gu', 'shi']"", 'nearest': ['gu'], 'minDis': 4.0}",0,0,0
VE05000132,浅,1618450064906T0504VE05000132VE008881618450194034,/,0,0,0,0,0,,[''],['qian'],{},-1,-1,-1
VE05000132,浅,1618450727708T0503VE05000132VE008881618450917092,池塘很之,0,0,0,2,0,吃糖很吃,"['chi', 'tang', 'hen', 'chi']",['qian'],"{'word': '吃糖很吃', 'pinyin': ""['chi', 'tang', 'hen', 'chi']"", 'nearest': ['tang'], 'minDis': 3.0}",0,0,0
VE05000132,浅,1618451101330T0501VE05000132VE008881618451294994,一,0,0,0,1,0,,[''],['qian'],{},-1,-1,-1
VE05000132,浅,1618454164862T0503VE05000132VE008881618454332291,浅,0,0,1,5,1,钱,['qian'],['qian'],"{'word': '钱', 'pinyin': ""['qian']"", 'nearest': ['qian'], 'minDis': 0.0}",0,1,0
VE05000132,浅,1618454475187T0501VE05000132VE008881618454657585,不深,0,0,0,5,0,不神,"['bu', 'shen']",['qian'],"{'word': '不神', 'pinyin': ""['bu', 'shen']"", 'nearest': ['bu'], 'minDis': 4.0}",0,0,0
VE05000132,浅,1618455362593T0504VE05000132VE008881618455462416,池塘很浅,0,0,0,5,1,池塘很浅,"['chi', 'tang', 'hen', 'qian']",['qian'],"{'word': '池塘很浅', 'pinyin': ""['chi', 'tang', 'hen', 'qian']"", 'nearest': ['qian'], 'minDis': 0.0}",0,1,0
VE05000133,蔬菜,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1340T0503VE05000133VE00021,苏菜,0,0,1,3,1,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618275375251T0505VE05000133VE000211618275587334,/,0,0,1,0,0,同学们再见,"['tong', 'xue', 'men', 'zai', 'jian']",['shu-cai'],"{'word': '同学们再见', 'pinyin': ""['tong', 'xue', 'men', 'zai', 'jian']"", 'nearest': ['men', 'zai'], 'minDis': 2.4}",0,0,0
VE05000133,蔬菜,1618279812882T0403VE05000133VE000211618280085326,都是蔬菜,0,0,0,5,1,都是蔬菜,"['du', 'shi', 'shu', 'cai']",['shu-cai'],"{'word': '都是蔬菜', 'pinyin': ""['du', 'shi', 'shu', 'cai']"", 'nearest': ['shu', 'cai'], 'minDis': 0.0}",0,1,0
VE05000133,蔬菜,1618283377735T0503VE05000133VE000211618283597934,蔬菜,0,0,1,5,1,蔬菜,"['shu', 'cai']",['shu-cai'],"{'word': '蔬菜', 'pinyin': ""['shu', 'cai']"", 'nearest': ['shu', 'cai'], 'minDis': 0.0}",0,1,0
VE05000133,蔬菜,1618297906963T0402VE05000133VE000211618298182662,黄多啊青椒都是 都是水朵,0,0,1,3,0,我都要吃胶，都是都是水果,"['wo', 'du', 'yao', 'chi', 'jiao', 'du', 'shi', 'du', 'shi', 'shui', 'guo']",['shu-cai'],"{'word': '我都要吃胶，都是都是水果', 'pinyin': ""['wo', 'du', 'yao', 'chi', 'jiao', 'du', 'shi', 'du', 'shi', 'shui', 'guo']"", 'nearest': ['shi', 'shui'], 'minDis': 1.9}",0,,1
VE05000133,蔬菜,1618298310027T0503VE05000133VE000211618298457202,/,0,0,1,0,0,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618299133972T0403VE05000133VE000211618299393361,/,0,0,1,0,0,比如呢如果他在做什么呢,"['bi', 'ru', 'ni', 'ru', 'guo', 'ta', 'zai', 'zuo', 'shen', 'me', 'ni']",['shu-cai'],"{'word': '比如呢如果他在做什么呢', 'pinyin': ""['bi', 'ru', 'ni', 'ru', 'guo', 'ta', 'zai', 'zuo', 'shen', 'me', 'ni']"", 'nearest': ['ru', 'ni'], 'minDis': 2.0}",0,,1
VE05000133,蔬菜,1618299226861T0403VE05000133VE000211618299459874,营养的,0,0,1,5,0,营养的,"['ying', 'yang', 'de']",['shu-cai'],"{'word': '营养的', 'pinyin': ""['ying', 'yang', 'de']"", 'nearest': ['ying', 'yang'], 'minDis': 4.0}",0,0,0
VE05000133,蔬菜,1618299730739T0402VE05000133VE000211618300047315,不一样的,0,0,1,5,0,不一样的,"['bu', 'yi', 'yang', 'de']",['shu-cai'],"{'word': '不一样的', 'pinyin': ""['bu', 'yi', 'yang', 'de']"", 'nearest': ['bu', 'yi'], 'minDis': 2.0}",0,,1
VE05000133,蔬菜,1618449796526T0403VE05000133VE000211618450074868,/,0,0,0,0,0,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618450690039T0402VE05000133VE000211618450885286,/,0,0,0,0,0,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618450727708T0503VE05000133VE000211618450873255,/,0,0,0,0,0,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618453886603T0505VE05000133VE000211618454093185,都是蔬菜,0,0,0,5,1,都是蔬菜,"['du', 'shi', 'shu', 'cai']",['shu-cai'],"{'word': '都是蔬菜', 'pinyin': ""['du', 'shi', 'shu', 'cai']"", 'nearest': ['shu', 'cai'], 'minDis': 0.0}",0,1,0
VE05000133,蔬菜,1618454164862T0503VE05000133VE000211618454291553,苏菜,0,0,1,3,1,蔬菜,"['shu', 'cai']",['shu-cai'],"{'word': '蔬菜', 'pinyin': ""['shu', 'cai']"", 'nearest': ['shu', 'cai'], 'minDis': 0.0}",0,1,0
VE05000133,蔬菜,1618468822007T0402VE05000133VE000211618469015288,黄瓜 青椒 西红柿,0,0,1,5,0,黄瓜、青椒消失,"['huang', 'gua', 'qing', 'jiao', 'xiao', 'shi']",['shu-cai'],"{'word': '黄瓜、青椒消失', 'pinyin': ""['huang', 'gua', 'qing', 'jiao', 'xiao', 'shi']"", 'nearest': ['huang', 'gua'], 'minDis': 3.5}",0,0,0
VE05000133,蔬菜,1618469463349T0403VE05000133VE000211618469681304,/,0,0,1,0,0,嗯嗯嗯,"['en', 'en', 'en']",['shu-cai'],"{'word': '嗯嗯嗯', 'pinyin': ""['en', 'en', 'en']"", 'nearest': ['en', 'en'], 'minDis': 3.5}",0,0,0
VE05000133,蔬菜,1618469524076T0403VE05000133VE000211618469733641,/,0,0,0,0,0,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618470554451T0402VE05000133VE000211618470760013,都是sisusisu都四素菜 ,1,0,0,3,1,都是都是住都吃素菜,"['du', 'shi', 'du', 'shi', 'zhu', 'du', 'chi', 'su', 'cai']",['shu-cai'],"{'word': '都是都是住都吃素菜', 'pinyin': ""['du', 'shi', 'du', 'shi', 'zhu', 'du', 'chi', 'su', 'cai']"", 'nearest': ['su', 'cai'], 'minDis': 0.25}",0,1,0
VE05000133,蔬菜,1618470847973T0403VE05000133VE000211618471061790,/,0,0,0,0,0,,[''],['shu-cai'],{},-1,-1,-1
VE05000133,蔬菜,1618471019753T0402VE05000133VE000211618471314711,蔬蔬菜,0,0,0,4,1,是什么？苏？苏泰,"['shi', 'shen', 'me', 'su', 'su', 'tai']",['shu-cai'],"{'word': '是什么？苏？苏泰', 'pinyin': ""['shi', 'shen', 'me', 'su', 'su', 'tai']"", 'nearest': ['su', 'tai'], 'minDis': 0.75}",0,1,0
VE05000134,搬,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ban'],{},-1,-1,-1
VE05000134,搬,1350T0504VE05000134VE00560,搬作子,0,0,0,3,1,搬桌子,"['ban', 'zhuo', 'zi']",['ban'],"{'word': '搬桌子', 'pinyin': ""['ban', 'zhuo', 'zi']"", 'nearest': ['ban'], 'minDis': 0.0}",0,1,0
VE05000134,搬,1618275375251T0505VE05000134VE005601618275553666,们在搬桌子,0,0,0,4,1,我们在搬桌子,"['wo', 'men', 'zai', 'ban', 'zhuo', 'zi']",['ban'],"{'word': '我们在搬桌子', 'pinyin': ""['wo', 'men', 'zai', 'ban', 'zhuo', 'zi']"", 'nearest': ['ban'], 'minDis': 0.0}",0,1,0
VE05000134,搬,1618283790419T0504VE05000134VE005601618284009184,搬桌子,0,0,0,5,1,搬桌子,"['ban', 'zhuo', 'zi']",['ban'],"{'word': '搬桌子', 'pinyin': ""['ban', 'zhuo', 'zi']"", 'nearest': ['ban'], 'minDis': 0.0}",0,1,0
VE05000134,搬,1618296468087T0505VE05000134VE005601618296687120,他们 在搬 桌子,0,0,1,5,1,他们在搬桌子,"['ta', 'men', 'zai', 'ban', 'zhuo', 'zi']",['ban'],"{'word': '他们在搬桌子', 'pinyin': ""['ta', 'men', 'zai', 'ban', 'zhuo', 'zi']"", 'nearest': ['ban'], 'minDis': 0.0}",0,1,0
VE05000134,搬,1618296805874T0504VE05000134VE005601618297058409,他们在抬桌子,0,0,1,5,1,他们在抬桌子,"['ta', 'men', 'zai', 'tai', 'zhuo', 'zi']",['ban'],"{'word': '他们在抬桌子', 'pinyin': ""['ta', 'men', 'zai', 'tai', 'zhuo', 'zi']"", 'nearest': ['ta'], 'minDis': 2.0}",0,,1
VE05000134,搬,1618450064906T0504VE05000134VE005601618450268422,他们在搬桌子 ,0,0,0,5,1,他们在搬桌子,"['ta', 'men', 'zai', 'ban', 'zhuo', 'zi']",['ban'],"{'word': '他们在搬桌子', 'pinyin': ""['ta', 'men', 'zai', 'ban', 'zhuo', 'zi']"", 'nearest': ['ban'], 'minDis': 0.0}",0,1,0
VE05000134,搬,1618453886603T0505VE05000134VE005601618454053040,他们在搬桌子 ,0,0,0,5,1,他们在搬桌子,"['ta', 'men', 'zai', 'ban', 'zhuo', 'zi']",['ban'],"{'word': '他们在搬桌子', 'pinyin': ""['ta', 'men', 'zai', 'ban', 'zhuo', 'zi']"", 'nearest': ['ban'], 'minDis': 0.0}",0,1,0
VE05000134,搬,1618455362593T0504VE05000134VE005601618455526023,桌子 ,0,0,0,5,0,桌子,"['zhuo', 'zi']",['ban'],"{'word': '桌子', 'pinyin': ""['zhuo', 'zi']"", 'nearest': ['zi'], 'minDis': 3.0}",0,0,0
VE05000135,皮鞭,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['pi-bian'],{},-1,-1,-1
VE05000135,皮鞭,1341T0602VE05000135VE00141,绳子,0,0,1,3,0,,[''],['pi-bian'],{},-1,-1,-1
VE05000135,皮鞭,1343T0501VE05000135VE00141,绳子,0,0,1,5,0,绳子,"['sheng', 'zi']",['pi-bian'],"{'word': '绳子', 'pinyin': ""['sheng', 'zi']"", 'nearest': ['sheng', 'zi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1347T0605VE05000135VE00141,这是绳子,0,0,1,5,0,这是绳子,"['zhe', 'shi', 'sheng', 'zi']",['pi-bian'],"{'word': '这是绳子', 'pinyin': ""['zhe', 'shi', 'sheng', 'zi']"", 'nearest': ['shi', 'sheng'], 'minDis': 3.5}",0,0,0
VE05000135,皮鞭,1618189717760T0602VE05000135VE001411618189871987,僧子,0,0,0,3,0,神志,"['shen', 'zhi']",['pi-bian'],"{'word': '神志', 'pinyin': ""['shen', 'zhi']"", 'nearest': ['shen', 'zhi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1618192048330T0605VE05000135VE001411618192181841,/,0,0,0,0,0,,[''],['pi-bian'],{},-1,-1,-1
VE05000135,皮鞭,1618193735771T0602VE05000135VE001411618193862423,绳子,0,0,0,5,0,绳子,"['sheng', 'zi']",['pi-bian'],"{'word': '绳子', 'pinyin': ""['sheng', 'zi']"", 'nearest': ['sheng', 'zi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1618196018573T0602VE05000135VE001411618196201987,绳子,0,0,0,5,0,绳子,"['sheng', 'zi']",['pi-bian'],"{'word': '绳子', 'pinyin': ""['sheng', 'zi']"", 'nearest': ['sheng', 'zi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1618277350113T0501VE05000135VE001411618277549532,这是绳子,0,0,0,4,0,乐视、神经,"['le', 'shi', 'shen', 'jing']",['pi-bian'],"{'word': '乐视、神经', 'pinyin': ""['le', 'shi', 'shen', 'jing']"", 'nearest': ['shi', 'shen'], 'minDis': 3.0}",0,0,0
VE05000135,皮鞭,1618278205081T0605VE05000135VE001411618278327961,这是绳子,0,0,0,5,0,这是绳子,"['zhe', 'shi', 'sheng', 'zi']",['pi-bian'],"{'word': '这是绳子', 'pinyin': ""['zhe', 'shi', 'sheng', 'zi']"", 'nearest': ['shi', 'sheng'], 'minDis': 3.5}",0,0,0
VE05000135,皮鞭,1618278587855T0605VE05000135VE001411618278832083,/,0,0,0,0,0,嗯,['en'],['pi-bian'],"{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE05000135,皮鞭,1618279667480T0602VE05000135VE001411618279828077,绳子啊,0,0,0,5,0,什么的,"['shen', 'me', 'de']",['pi-bian'],"{'word': '什么的', 'pinyin': ""['shen', 'me', 'de']"", 'nearest': ['me', 'de'], 'minDis': 3.1}",0,0,0
VE05000135,皮鞭,1618282675120T0602VE05000135VE001411618282819182,绳子,0,0,0,5,0,绳子,"['sheng', 'zi']",['pi-bian'],"{'word': '绳子', 'pinyin': ""['sheng', 'zi']"", 'nearest': ['sheng', 'zi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1618295228848T0605VE05000135VE001411618295430887,绳子,0,0,0,5,0,神字,"['shen', 'zi']",['pi-bian'],"{'word': '神字', 'pinyin': ""['shen', 'zi']"", 'nearest': ['shen', 'zi'], 'minDis': 3.5}",0,0,0
VE05000135,皮鞭,1618298013833T0501VE05000135VE001411618298198098,僧子,0,0,0,5,0,绳子,"['sheng', 'zi']",['pi-bian'],"{'word': '绳子', 'pinyin': ""['sheng', 'zi']"", 'nearest': ['sheng', 'zi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1618447854715T0605VE05000135VE001411618447977744,子,0,0,0,1,0,嗯,['en'],['pi-bian'],"{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE05000135,皮鞭,1618451101330T0501VE05000135VE001411618451268338,绳子,0,0,0,5,0,绳子,"['sheng', 'zi']",['pi-bian'],"{'word': '绳子', 'pinyin': ""['sheng', 'zi']"", 'nearest': ['sheng', 'zi'], 'minDis': 4.0}",0,0,0
VE05000135,皮鞭,1618451426336T0602VE05000135VE001411618451550949,绳子,0,0,0,3,0,人质,"['ren', 'zhi']",['pi-bian'],"{'word': '人质', 'pinyin': ""['ren', 'zhi']"", 'nearest': ['ren', 'zhi'], 'minDis': 3.5}",0,0,0
VE05000135,皮鞭,1618451774229T0605VE05000135VE001411618451882049,这是绳志,0,0,0,3,0,这是，绳子,"['zhe', 'shi', 'sheng', 'zi']",['pi-bian'],"{'word': '这是，绳子', 'pinyin': ""['zhe', 'shi', 'sheng', 'zi']"", 'nearest': ['shi', 'sheng'], 'minDis': 3.5}",0,0,0
VE05000135,皮鞭,1618453029145T0602VE05000135VE001411618453152107,一子,0,0,0,1,0,一次,"['yi', 'ci']",['pi-bian'],"{'word': '一次', 'pinyin': ""['yi', 'ci']"", 'nearest': ['yi', 'ci'], 'minDis': 2.0}",0,,1
VE05000135,皮鞭,1618453308633T0605VE05000135VE001411618453390305,是绳子,0,1,1,5,0,你说是绳子,"['ni', 'shuo', 'shi', 'sheng', 'zi']",['pi-bian'],"{'word': '你说是绳子', 'pinyin': ""['ni', 'shuo', 'shi', 'sheng', 'zi']"", 'nearest': ['ni', 'shuo'], 'minDis': 3.0}",0,0,0
VE05000135,皮鞭,1618453584002T0602VE05000135VE001411618453733819,这是一个 溜马的绳子,0,0,1,5,0,这是一个可以用哪个绳子？,"['zhe', 'shi', 'yi', 'ge', 'ke', 'yi', 'yong', 'na', 'ge', 'sheng', 'zi']",['pi-bian'],"{'word': '这是一个可以用哪个绳子？', 'pinyin': ""['zhe', 'shi', 'yi', 'ge', 'ke', 'yi', 'yong', 'na', 'ge', 'sheng', 'zi']"", 'nearest': ['shi', 'yi'], 'minDis': 2.5}",0,0,0
VE05000135,皮鞭,1618454475187T0501VE05000135VE001411618454636904,/,0,0,1,0,0,,[''],['pi-bian'],{},-1,-1,-1
VE05000136,影子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ying-zi'],{},-1,-1,-1
VE05000136,影子,1341T0602VE05000136VE00156,则四,0,0,1,3,0,这是,"['zhe', 'shi']",['ying-zi'],"{'word': '这是', 'pinyin': ""['zhe', 'shi']"", 'nearest': ['zhe', 'shi'], 'minDis': 3.3}",0,0,0
VE05000136,影子,1343T0501VE05000136VE00156,树,0,0,0,5,0,,[''],['ying-zi'],{},-1,-1,-1
VE05000136,影子,1344T0604VE05000136VE00156,树,0,0,1,5,0,说,['shuo'],['ying-zi'],"{'word': '说', 'pinyin': ""['shuo']""}",-1,-1,-1
VE05000136,影子,1618189717760T0602VE05000136VE001561618189867171,影子,0,0,0,5,1,影子,"['ying', 'zi']",['ying-zi'],"{'word': '影子', 'pinyin': ""['ying', 'zi']"", 'nearest': ['ying', 'zi'], 'minDis': 0.0}",0,1,0
VE05000136,影子,1618191717238T0604VE05000136VE001561618191887241,素,0,0,0,3,0,树,['shu'],['ying-zi'],"{'word': '树', 'pinyin': ""['shu']""}",-1,-1,-1
VE05000136,影子,1618193100995T0604VE05000136VE001561618193285887,影子,0,0,1,5,1,组织,"['zu', 'zhi']",['ying-zi'],"{'word': '组织', 'pinyin': ""['zu', 'zhi']"", 'nearest': ['zu', 'zhi'], 'minDis': 2.4}",0,0,0
VE05000136,影子,1618193735771T0602VE05000136VE001561618193857455,影子,0,0,1,5,1,,[''],['ying-zi'],{},-1,-1,-1
VE05000136,影子,1618196018573T0602VE05000136VE001561618196195568,/,0,0,1,0,0,嗯对了,"['en', 'dui', 'le']",['ying-zi'],"{'word': '嗯对了', 'pinyin': ""['en', 'dui', 'le']"", 'nearest': ['en', 'dui'], 'minDis': 2.5}",0,0,0
VE05000136,影子,1618275960253T0604VE05000136VE001561618276136290,树,0,0,1,4,0,,[''],['ying-zi'],{},-1,-1,-1
VE05000136,影子,1618277350113T0501VE05000136VE001561618277539713,这是树的 这是树的影子,0,0,1,4,1,这是树的这是树的影子,"['zhe', 'shi', 'shu', 'de', 'zhe', 'shi', 'shu', 'de', 'ying', 'zi']",['ying-zi'],"{'word': '这是树的这是树的影子', 'pinyin': ""['zhe', 'shi', 'shu', 'de', 'zhe', 'shi', 'shu', 'de', 'ying', 'zi']"", 'nearest': ['ying', 'zi'], 'minDis': 0.0}",0,1,0
VE05000136,影子,1618279667480T0602VE05000136VE001561618279822724,这是个影子啊,0,0,1,5,1,就是影子,"['jiu', 'shi', 'ying', 'zi']",['ying-zi'],"{'word': '就是影子', 'pinyin': ""['jiu', 'shi', 'ying', 'zi']"", 'nearest': ['ying', 'zi'], 'minDis': 0.0}",0,1,0
