图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618455362593T0504VE05000109VE010581618455521671,鼻子,,,1,5,1,鼻子,"['bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u9f3b\u5b50"", ""pinyin"": ""['bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000110,蜗牛,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['gua-niu'],{},-1
VE05000110,蜗牛,1343T0501VE05000110VE00011,蜗牛,,,,5,1,蜗牛,"['gua', 'niu']",['gua-niu'],"{""word"": ""\u8717\u725b"", ""pinyin"": ""['gua', 'niu']"", ""nearest"": [""gua"", ""niu""], ""minDis"": 0.0}",1
VE05000110,蜗牛,1350T0504VE05000110VE00011,蜗牛,,,,4,1,光明路,"['guang', 'ming', 'lu']",['gua-niu'],"{""word"": ""\u5149\u660e\u8def"", ""pinyin"": ""['guang', 'ming', 'lu']"", ""nearest"": [""guang"", ""ming""], ""minDis"": 2.5}",0
VE05000110,蜗牛,1618277350113T0501VE05000110VE000111618277600802,蜗牛,,,1,4,1,,[''],['gua-niu'],{},-1
VE05000110,蜗牛,1618283790419T0504VE05000110VE000111618283957932,这是蜗牛,,,,5,1,这是,"['zhe', 'shi']",['gua-niu'],"{""word"": ""\u8fd9\u662f"", ""pinyin"": ""['zhe', 'shi']"", ""nearest"": [""zhe"", ""shi""], ""minDis"": 3.5}",0
VE05000110,蜗牛,1618296805874T0504VE05000110VE000111618297011453,蜗牛,,,1,5,1,蜗牛,"['gua', 'niu']",['gua-niu'],"{""word"": ""\u8717\u725b"", ""pinyin"": ""['gua', 'niu']"", ""nearest"": [""gua"", ""niu""], ""minDis"": 0.0}",1
VE05000110,蜗牛,1618298013833T0501VE05000110VE000111618298251291,摸油,,,1,3,1,没有,"['mei', 'you']",['gua-niu'],"{""word"": ""\u6ca1\u6709"", ""pinyin"": ""['mei', 'you']"", ""nearest"": [""mei"", ""you""], ""minDis"": 2.45}",0
VE05000110,蜗牛,1618450064906T0504VE05000110VE000111618450223642,蜗牛,,,,5,1,我女儿,"['wo', 'nv', 'er']",['gua-niu'],"{""word"": ""\u6211\u5973\u513f"", ""pinyin"": ""['wo', 'nv', 'er']"", ""nearest"": [""wo"", ""nv""], ""minDis"": 2.5}",0
VE05000110,蜗牛,1618451101330T0501VE05000110VE000111618451326568,蜗牛,,,,5,1,蜗牛,"['gua', 'niu']",['gua-niu'],"{""word"": ""\u8717\u725b"", ""pinyin"": ""['gua', 'niu']"", ""nearest"": [""gua"", ""niu""], ""minDis"": 0.0}",1
VE05000110,蜗牛,1618454475187T0501VE05000110VE000111618454681467,蜗牛,,,,5,1,蜗牛,"['gua', 'niu']",['gua-niu'],"{""word"": ""\u8717\u725b"", ""pinyin"": ""['gua', 'niu']"", ""nearest"": [""gua"", ""niu""], ""minDis"": 0.0}",1
VE05000110,蜗牛,1618455362593T0504VE05000110VE000111618455485098,蜗牛,,,,5,1,我女儿,"['wo', 'nv', 'er']",['gua-niu'],"{""word"": ""\u6211\u5973\u513f"", ""pinyin"": ""['wo', 'nv', 'er']"", ""nearest"": [""wo"", ""nv""], ""minDis"": 2.5}",0
VE05000111,袖子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['xiu-zi'],{},-1
VE05000111,袖子,1343T0501VE05000111VE00802,嗯 这是 衣服,,,1,5,0,嗯这是、衣服,"['en', 'zhe', 'shi', 'yi', 'fu']",['xiu-zi'],"{""word"": ""\u55ef\u8fd9\u662f\u3001\u8863\u670d"", ""pinyin"": ""['en', 'zhe', 'shi', 'yi', 'fu']"", ""nearest"": [""shi"", ""yi""], ""minDis"": 2.0}",0
VE05000111,袖子,1346T0502VE05000111VE00802,袖子,,,1,5,1,袖子,"['xiu', 'zi']",['xiu-zi'],"{""word"": ""\u8896\u5b50"", ""pinyin"": ""['xiu', 'zi']"", ""nearest"": [""xiu"", ""zi""], ""minDis"": 0.0}",1
VE05000111,袖子,1618277350113T0501VE05000111VE008021618277510114,这是衣服,,,1,5,0,这是、衣服,"['zhe', 'shi', 'yi', 'fu']",['xiu-zi'],"{""word"": ""\u8fd9\u662f\u3001\u8863\u670d"", ""pinyin"": ""['zhe', 'shi', 'yi', 'fu']"", ""nearest"": [""shi"", ""yi""], ""minDis"": 2.0}",0
VE05000111,袖子,1618294378869T0502VE05000111VE008021618294604052,这是袖子,,,,5,1,这是袖子,"['zhe', 'shi', 'xiu', 'zi']",['xiu-zi'],"{""word"": ""\u8fd9\u662f\u8896\u5b50"", ""pinyin"": ""['zhe', 'shi', 'xiu', 'zi']"", ""nearest"": [""xiu"", ""zi""], ""minDis"": 0.0}",1
VE05000111,袖子,1618297471484T0502VE05000111VE008021618297730946,/,,,1,0,0,谁知,"['shui', 'zhi']",['xiu-zi'],"{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""shui"", ""zhi""], ""minDis"": 2.4}",0
VE05000111,袖子,1618298013833T0501VE05000111VE008021618298159841,嗯 这个是衣乎,,,1,3,0,嗯这也是一会儿,"['en', 'zhe', 'ye', 'shi', 'yi', 'hui', 'er']",['xiu-zi'],"{""word"": ""\u55ef\u8fd9\u4e5f\u662f\u4e00\u4f1a\u513f"", ""pinyin"": ""['en', 'zhe', 'ye', 'shi', 'yi', 'hui', 'er']"", ""nearest"": [""shi"", ""yi""], ""minDis"": 2.0}",0
VE05000111,袖子,1618450419482T0502VE05000111VE008021618450638016,这个是衣服,,,,4,0,这个是衣服,"['zhe', 'ge', 'shi', 'yi', 'fu']",['xiu-zi'],"{""word"": ""\u8fd9\u4e2a\u662f\u8863\u670d"", ""pinyin"": ""['zhe', 'ge', 'shi', 'yi', 'fu']"", ""nearest"": [""shi"", ""yi""], ""minDis"": 2.0}",0
VE05000111,袖子,1618451101330T0501VE05000111VE008021618451229954,手臂,,,,5,0,手臂,"['shou', 'bi']",['xiu-zi'],"{""word"": ""\u624b\u81c2"", ""pinyin"": ""['shou', 'bi']"", ""nearest"": [""shou"", ""bi""], ""minDis"": 1.95}",0
VE05000111,袖子,1618454475187T0501VE05000111VE008021618454603967,柚子,,,,3,1,这样子,"['zhe', 'yang', 'zi']",['xiu-zi'],"{""word"": ""\u8fd9\u6837\u5b50"", ""pinyin"": ""['zhe', 'yang', 'zi']"", ""nearest"": [""yang"", ""zi""], ""minDis"": 2.0}",0
VE05000112,红色,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['hong-se'],{},-1
VE05000112,红色,1340T0503VE05000112VE00062,红色,,,1,5,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1343T0501VE05000112VE00062,红色,,,1,5,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1350T0504VE05000112VE00062,红色,,,1,4,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618277350113T0501VE05000112VE000621618277591744,是红色,,,1,4,1,吃了红色,"['chi', 'le', 'hong', 'se']",['hong-se'],"{""word"": ""\u5403\u4e86\u7ea2\u8272"", ""pinyin"": ""['chi', 'le', 'hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618283377735T0503VE05000112VE000621618283654693,红色,,,1,5,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618283790419T0504VE05000112VE000621618283945396,这是红色 ,,,1,5,1,这是红色,"['zhe', 'shi', 'hong', 'se']",['hong-se'],"{""word"": ""\u8fd9\u662f\u7ea2\u8272"", ""pinyin"": ""['zhe', 'shi', 'hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618296805874T0504VE05000112VE000621618297001037,红色,,,1,5,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618298013833T0501VE05000112VE000621618298239590,是和 圆圆的红色,,,1,3,1,之后人员的红色,"['zhi', 'hou', 'ren', 'yuan', 'de', 'hong', 'se']",['hong-se'],"{""word"": ""\u4e4b\u540e\u4eba\u5458\u7684\u7ea2\u8272"", ""pinyin"": ""['zhi', 'hou', 'ren', 'yuan', 'de', 'hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618298310027T0503VE05000112VE000621618298516263,红色,,,1,4,1,等一下,"['deng', 'yi', 'xia']",['hong-se'],"{""word"": ""\u7b49\u4e00\u4e0b"", ""pinyin"": ""['deng', 'yi', 'xia']"", ""nearest"": [""deng"", ""yi""], ""minDis"": 2.1}",0
VE05000112,红色,1618450064906T0504VE05000112VE000621618450215099,色,,,,5,0,是啊,"['shi', 'a']",['hong-se'],"{""word"": ""\u662f\u554a"", ""pinyin"": ""['shi', 'a']"", ""nearest"": [""shi"", ""a""], ""minDis"": 3.1}",0
VE05000112,红色,1618450727708T0503VE05000112VE000621618450934087,/,,,,0,0,,[''],['hong-se'],{},-1
VE05000112,红色,1618451101330T0501VE05000112VE000621618451316747,红射,,,1,3,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618454164862T0503VE05000112VE000621618454349644,红色,,,1,4,1,红色,"['hong', 'se']",['hong-se'],"{""word"": ""\u7ea2\u8272"", ""pinyin"": ""['hong', 'se']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.0}",1
VE05000112,红色,1618454475187T0501VE05000112VE000621618454672930,色,,,,5,0,是啊,"['shi', 'a']",['hong-se'],"{""word"": ""\u662f\u554a"", ""pinyin"": ""['shi', 'a']"", ""nearest"": [""shi"", ""a""], ""minDis"": 3.1}",0
VE05000112,红色,1618455362593T0504VE05000112VE000621618455477150,红丝,,,1,3,1,可是,"['ke', 'shi']",['hong-se'],"{""word"": ""\u53ef\u662f"", ""pinyin"": ""['ke', 'shi']"", ""nearest"": [""ke"", ""shi""], ""minDis"": 3.0}",0
VE05000113,演唱、唱歌,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['yan-chang', 'chang-ge']",{},-1
VE05000113,演唱、唱歌,1350T0504VE05000113VE01030,唱歌,,,1,3,1,唱歌,"['chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u5531\u6b4c"", ""pinyin"": ""['chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000113,演唱、唱歌,1618275375251T0505VE05000113VE010301618275558352,在唱歌,,,1,3,1,在唱歌,"['zai', 'chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u5728\u5531\u6b4c"", ""pinyin"": ""['zai', 'chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000113,演唱、唱歌,1618283790419T0504VE05000113VE010301618284015341,他在唱歌,,,,5,1,他在唱歌,"['ta', 'zai', 'chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u4ed6\u5728\u5531\u6b4c"", ""pinyin"": ""['ta', 'zai', 'chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000113,演唱、唱歌,1618296468087T0505VE05000113VE010301618296694809,他在唱歌,,,,5,1,他在唱歌,"['ta', 'zai', 'chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u4ed6\u5728\u5531\u6b4c"", ""pinyin"": ""['ta', 'zai', 'chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000113,演唱、唱歌,1618296805874T0504VE05000113VE010301618297065442,他在唱歌,,,1,3,1,他在唱歌,"['ta', 'zai', 'chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u4ed6\u5728\u5531\u6b4c"", ""pinyin"": ""['ta', 'zai', 'chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000113,演唱、唱歌,1618450064906T0504VE05000113VE010301618450274129,在唱嘚,,,,3,1,在唱的,"['zai', 'chang', 'de']","['yan-chang', 'chang-ge']","{""word"": ""\u5728\u5531\u7684"", ""pinyin"": ""['zai', 'chang', 'de']"", ""nearest"": [""chang"", ""de""], ""minDis"": 0.5}",0
VE05000113,演唱、唱歌,1618453886603T0505VE05000113VE010301618454057656,在唱歌,,,,5,1,在唱歌,"['zai', 'chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u5728\u5531\u6b4c"", ""pinyin"": ""['zai', 'chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000113,演唱、唱歌,1618455362593T0504VE05000113VE010301618455531081,烫歌,,,,3,1,唱歌,"['chang', 'ge']","['yan-chang', 'chang-ge']","{""word"": ""\u5531\u6b4c"", ""pinyin"": ""['chang', 'ge']"", ""nearest"": [""chang"", ""ge""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['chu-shi', 'zhu-chu']",{},-1
VE05000114,厨师、主厨,1343T0501VE05000114VE01103,厨师,,,,5,1,厨师,"['chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u53a8\u5e08"", ""pinyin"": ""['chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1350T0504VE05000114VE01103,徂丝,,,,3,1,厨师,"['chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u53a8\u5e08"", ""pinyin"": ""['chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1618277350113T0501VE05000114VE011031618277604369,他是厨丝,,,,3,1,,[''],"['chu-shi', 'zhu-chu']",{},-1
VE05000114,厨师、主厨,1618283790419T0504VE05000114VE011031618283962499,他是厨师,,,,5,1,他是厨师,"['ta', 'shi', 'chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u4ed6\u662f\u53a8\u5e08"", ""pinyin"": ""['ta', 'shi', 'chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1618296805874T0504VE05000114VE011031618297016660,厨丝,,,1,3,1,厨师,"['chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u53a8\u5e08"", ""pinyin"": ""['chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1618298013833T0501VE05000114VE011031618298256019,他是厨师,,,1,5,1,他是图书,"['ta', 'shi', 'tu', 'shu']","['chu-shi', 'zhu-chu']","{""word"": ""\u4ed6\u662f\u56fe\u4e66"", ""pinyin"": ""['ta', 'shi', 'tu', 'shu']"", ""nearest"": [""tu"", ""shu""], ""minDis"": 1.4}",0
VE05000114,厨师、主厨,1618450064906T0504VE05000114VE011031618450227973,他是厨师,,,,5,1,他是厨师,"['ta', 'shi', 'chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u4ed6\u662f\u53a8\u5e08"", ""pinyin"": ""['ta', 'shi', 'chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1618451101330T0501VE05000114VE011031618451331653,厨丝,,,,3,1,厨师,"['chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u53a8\u5e08"", ""pinyin"": ""['chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1618454475187T0501VE05000114VE011031618454685267,厨师,,,,5,1,厨师,"['chu', 'shi']","['chu-shi', 'zhu-chu']","{""word"": ""\u53a8\u5e08"", ""pinyin"": ""['chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 0.0}",1
VE05000114,厨师、主厨,1618455362593T0504VE05000114VE011031618455489834,厨丝,,,,3,1,不是啊,"['bu', 'shi', 'a']","['chu-shi', 'zhu-chu']","{""word"": ""\u4e0d\u662f\u554a"", ""pinyin"": ""['bu', 'shi', 'a']"", ""nearest"": [""bu"", ""shi""], ""minDis"": 1.0}",0
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']",{},-1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1340T0503VE05000115VE00745,鞋子,,,1,5,1,鞋子,"['xie', 'zi']","['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u978b\u5b50"", ""pinyin"": ""['xie', 'zi']""}",-1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618275375251T0505VE05000115VE007451618275571634,字,,,,2,0,儿子,"['er', 'zi']","['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u513f\u5b50"", ""pinyin"": ""['er', 'zi']""}",-1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618283377735T0503VE05000115VE007451618283664009,鞋子,,,1,4,1,喜儿子,"['xi', 'er', 'zi']","['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u559c\u513f\u5b50"", ""pinyin"": ""['xi', 'er', 'zi']"", ""nearest"": [""er"", ""zi""], ""minDis"": 1.5}",0
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618296468087T0505VE05000115VE007451618296708994,这是席子,,,1,3,1,这是鞋子,"['zhe', 'shi', 'xie', 'zi']","['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u8fd9\u662f\u978b\u5b50"", ""pinyin"": ""['zhe', 'shi', 'xie', 'zi']"", ""nearest"": [""xie"", ""zi""], ""minDis"": 0.0}",1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618298310027T0503VE05000115VE007451618298524417,拖鞋,,,1,4,0,我喜,"['wo', 'xi']","['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u6211\u559c"", ""pinyin"": ""['wo', 'xi']""}",-1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618450727708T0503VE05000115VE007451618450942249,/,,,,0,0,,[''],"['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']",{},-1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618453886603T0505VE05000115VE007451618454073812,鞋子,,,,4,1,鞋子,"['xie', 'zi']","['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u978b\u5b50"", ""pinyin"": ""['xie', 'zi']""}",-1
VE05000115,运动鞋、网球鞋、鞋子、皮鞋,1618454164862T0503VE05000115VE007451618454357890,子,,,1,4,0,嗯,['en'],"['yun-dong-xie', 'wang-qiu-xie', 'xie-zi', 'pi-xie']","{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE05000116,农场,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['nong-chang'],{},-1
VE05000116,农场,1343T0501VE05000116VE01014,农场,,,1,5,1,农场,"['nong', 'chang']",['nong-chang'],"{""word"": ""\u519c\u573a"", ""pinyin"": ""['nong', 'chang']"", ""nearest"": [""nong"", ""chang""], ""minDis"": 0.0}",1
VE05000116,农场,1350T0504VE05000116VE01014,嗯 田地,,,1,5,0,嗯前前几,"['en', 'qian', 'qian', 'ji']",['nong-chang'],"{""word"": ""\u55ef\u524d\u524d\u51e0"", ""pinyin"": ""['en', 'qian', 'qian', 'ji']"", ""nearest"": [""en"", ""qian""], ""minDis"": 3.5}",0
VE05000116,农场,1618277350113T0501VE05000116VE010141618277587482,这是农场,,,1,5,1,但是农场,"['dan', 'shi', 'nong', 'chang']",['nong-chang'],"{""word"": ""\u4f46\u662f\u519c\u573a"", ""pinyin"": ""['dan', 'shi', 'nong', 'chang']"", ""nearest"": [""nong"", ""chang""], ""minDis"": 0.0}",1
VE05000116,农场,1618283377735T0503VE05000116VE010141618283649330,嗯 农场,,,1,5,1,农产,"['nong', 'chan']",['nong-chang'],"{""word"": ""\u519c\u4ea7"", ""pinyin"": ""['nong', 'chan']"", ""nearest"": [""nong"", ""chan""], ""minDis"": 0.4}",0
VE05000116,农场,1618283790419T0504VE05000116VE010141618283939041,这是,,,1,5,0,这是,"['zhe', 'shi']",['nong-chang'],"{""word"": ""\u8fd9\u662f"", ""pinyin"": ""['zhe', 'shi']"", ""nearest"": [""zhe"", ""shi""], ""minDis"": 4.4}",0
VE05000116,农场,1618296805874T0504VE05000116VE010141618296993037,这你是 农田,,,1,3,0,这里是农田,"['zhe', 'li', 'shi', 'nong', 'tian']",['nong-chang'],"{""word"": ""\u8fd9\u91cc\u662f\u519c\u7530"", ""pinyin"": ""['zhe', 'li', 'shi', 'nong', 'tian']"", ""nearest"": [""nong"", ""tian""], ""minDis"": 2.0}",0
VE05000116,农场,1618298013833T0501VE05000116VE010141618298233716,这是棒子 草地,,,1,3,0,就是房子、草地,"['jiu', 'shi', 'fang', 'zi', 'cao', 'di']",['nong-chang'],"{""word"": ""\u5c31\u662f\u623f\u5b50\u3001\u8349\u5730"", ""pinyin"": ""['jiu', 'shi', 'fang', 'zi', 'cao', 'di']"", ""nearest"": [""zi"", ""cao""], ""minDis"": 3.25}",0
VE05000116,农场,1618298310027T0503VE05000116VE010141618298510601,/,,,1,0,0,谁知,"['shui', 'zhi']",['nong-chang'],"{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""shui"", ""zhi""], ""minDis"": 4.4}",0
VE05000116,农场,1618450064906T0504VE05000116VE010141618450210628,/,,,,0,0,,[''],['nong-chang'],{},-1
VE05000116,农场,1618450727708T0503VE05000116VE010141618450929465,农场,,,1,5,1,红茶,"['hong', 'cha']",['nong-chang'],"{""word"": ""\u7ea2\u8336"", ""pinyin"": ""['hong', 'cha']"", ""nearest"": [""hong"", ""cha""], ""minDis"": 1.5}",0
VE05000116,农场,1618451101330T0501VE05000116VE010141618451312077,nongcang,1,,,3,1,农场,"['nong', 'chang']",['nong-chang'],"{""word"": ""\u519c\u573a"", ""pinyin"": ""['nong', 'chang']"", ""nearest"": [""nong"", ""chang""], ""minDis"": 0.0}",1
VE05000116,农场,1618454164862T0503VE05000116VE010141618454345103,农村,,,1,5,0,农村,"['nong', 'cun']",['nong-chang'],"{""word"": ""\u519c\u6751"", ""pinyin"": ""['nong', 'cun']"", ""nearest"": [""nong"", ""cun""], ""minDis"": 1.25}",0
VE05000116,农场,1618454475187T0501VE05000116VE010141618454667704,田地,,,,5,0,田地,"['tian', 'di']",['nong-chang'],"{""word"": ""\u7530\u5730"", ""pinyin"": ""['tian', 'di']"", ""nearest"": [""tian"", ""di""], ""minDis"": 4.5}",0
VE05000116,农场,1618455362593T0504VE05000116VE010141618455473374,nongcang,,,1,3,1,工厂,"['gong', 'chang']",['nong-chang'],"{""word"": ""\u5de5\u5382"", ""pinyin"": ""['gong', 'chang']"", ""nearest"": [""gong"", ""chang""], ""minDis"": 0.5}",0
VE05000117,蜻蜓,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['qing-ting'],{},-1
VE05000117,蜻蜓,1340T0503VE05000117VE00046,/,,,1,0,0,嗯嗯嗯,"['en', 'en', 'en']",['qing-ting'],"{""word"": ""\u55ef\u55ef\u55ef"", ""pinyin"": ""['en', 'en', 'en']"", ""nearest"": [""en"", ""en""], ""minDis"": 3.0}",0
VE05000117,蜻蜓,1343T0501VE05000117VE00046,蜜蜂,,,1,4,0,密封,"['mi', 'feng']",['qing-ting'],"{""word"": ""\u5bc6\u5c01"", ""pinyin"": ""['mi', 'feng']"", ""nearest"": [""mi"", ""feng""], ""minDis"": 2.5}",0
VE05000117,蜻蜓,1350T0504VE05000117VE00046,嗯 蚊子,,,1,5,0,嗯蚊子,"['en', 'wen', 'zi']",['qing-ting'],"{""word"": ""\u55ef\u868a\u5b50"", ""pinyin"": ""['en', 'wen', 'zi']"", ""nearest"": [""en"", ""wen""], ""minDis"": 3.0}",0
VE05000117,蜻蜓,1618277350113T0501VE05000117VE000461618277582817,蜂,,,1,3,0,一分,"['yi', 'fen']",['qing-ting'],"{""word"": ""\u4e00\u5206"", ""pinyin"": ""['yi', 'fen']"", ""nearest"": [""yi"", ""fen""], ""minDis"": 3.0}",0
VE05000117,蜻蜓,1618283377735T0503VE05000117VE000461618283644400,一个蚊子,,,1,5,0,一个文字,"['yi', 'ge', 'wen', 'zi']",['qing-ting'],"{""word"": ""\u4e00\u4e2a\u6587\u5b57"", ""pinyin"": ""['yi', 'ge', 'wen', 'zi']"", ""nearest"": [""wen"", ""zi""], ""minDis"": 3.0}",0
VE05000117,蜻蜓,1618283790419T0504VE05000117VE000461618283934339,这是蜻蜓,,,1,5,1,这是天庭,"['zhe', 'shi', 'tian', 'ting']",['qing-ting'],"{""word"": ""\u8fd9\u662f\u5929\u5ead"", ""pinyin"": ""['zhe', 'shi', 'tian', 'ting']"", ""nearest"": [""tian"", ""ting""], ""minDis"": 1.5}",0
VE05000117,蜻蜓,1618296805874T0504VE05000117VE000461618296986732,则四蜻蜓,,,1,3,1,这是蜻蜓,"['zhe', 'shi', 'qing', 'ting']",['qing-ting'],"{""word"": ""\u8fd9\u662f\u873b\u8713"", ""pinyin"": ""['zhe', 'shi', 'qing', 'ting']"", ""nearest"": [""qing"", ""ting""], ""minDis"": 0.0}",1
VE05000117,蜻蜓,1618298013833T0501VE05000117VE000461618298226702,这是皮穷,,,1,2,0,这是皮穷,"['zhe', 'shi', 'pi', 'qiong']",['qing-ting'],"{""word"": ""\u8fd9\u662f\u76ae\u7a77"", ""pinyin"": ""['zhe', 'shi', 'pi', 'qiong']"", ""nearest"": [""pi"", ""qiong""], ""minDis"": 2.5}",0
VE05000117,蜻蜓,1618298310027T0503VE05000117VE000461618298506109,蜻蜓,,,1,3,1,天体,"['tian', 'ti']",['qing-ting'],"{""word"": ""\u5929\u4f53"", ""pinyin"": ""['tian', 'ti']"", ""nearest"": [""tian"", ""ti""], ""minDis"": 2.5}",0
VE05000117,蜻蜓,1618450064906T0504VE05000117VE000461618450204784,蚊子,,,,5,0,,[''],['qing-ting'],{},-1
VE05000117,蜻蜓,1618450727708T0503VE05000117VE000461618450924646,蜻蜓,,,,5,1,清晨,"['qing', 'chen']",['qing-ting'],"{""word"": ""\u6e05\u6668"", ""pinyin"": ""['qing', 'chen']"", ""nearest"": [""qing"", ""chen""], ""minDis"": 2.0}",0
VE05000117,蜻蜓,1618451101330T0501VE05000117VE000461618451308273,分,,,,4,0,分,['fen'],['qing-ting'],"{""word"": ""\u5206"", ""pinyin"": ""['fen']""}",-1
