图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE04000060,排队,1618294413048T0405VE04000060VE004721618294710592,在排队,否,否,否,5,是,在排队,"['zai', 'pai', 'dui']"
VE04000060,排队,1618299133972T0403VE04000060VE004721618299376226,在排好队走走楼梯,否,否,是,4,是,但他的他好的都都都油漆,"['dan', 'ta', 'de', 'ta', 'hao', 'de', 'du', 'du', 'du', 'you', 'qi']"
VE04000060,排队,1618299226861T0403VE04000060VE004721618299452877,队,否,否,否,3,否,对,['dui']
VE04000060,排队,1618447804255T0405VE04000060VE004721618448107758,/,否,否,否,0,否,,['']
VE04000060,排队,1618449796526T0403VE04000060VE004721618450057764,/,否,否,否,0,否,,['']
VE04000060,排队,1618452868800T0405VE04000060VE004721618453120436,/,否,否,否,0,否,,['']
VE04000060,排队,1618469463349T0403VE04000060VE004721618469669619,一,否,否,否,1,否,一,['yi']
VE04000060,排队,1618469524076T0403VE04000060VE004721618469718631,/,否,否,否,0,否,,['']
VE04000060,排队,1618470847973T0403VE04000060VE004721618471051267,他在排队,否,否,是,4,是,他在排队,"['ta', 'zai', 'pai', 'dui']"
VE04000060,排队,1618471231080T0405VE04000060VE004721618471392274,排队,否,否,否,5,是,排队,"['pai', 'dui']"
VE04000061,擦、抹,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000061,擦、抹,1364T0401VE04000061VE00661,他在擦桌子,否,否,是,4,是,他在他桌子上,"['ta', 'zai', 'ta', 'zhuo', 'zi', 'shang']"
VE04000061,擦、抹,1618275425566T0401VE04000061VE006611618275707227,他在擦桌子,否,否,否,4,是,他在擦桌子,"['ta', 'zai', 'ca', 'zhuo', 'zi']"
VE04000061,擦、抹,1618276804004T0404VE04000061VE006611618277020294,差桌至,否,否,是,3,是,茶歌之,"['cha', 'ge', 'zhi']"
VE04000061,擦、抹,1618285038989T0401VE04000061VE006611618285292624,/,否,否,是,0,否,,['']
VE04000061,擦、抹,1618285767289T0404VE04000061VE006611618285963791,擦桌子,否,否,否,4,是,差不多死了,"['cha', 'bu', 'duo', 'si', 'le']"
VE04000061,擦、抹,1618295133908T0401VE04000061VE006611618295462013,抹桌子,否,否,否,4,是,妈桌子,"['ma', 'zhuo', 'zi']"
VE04000061,擦、抹,1618295835309T0404VE04000061VE006611618296012388,他在擦桌子,否,否,是,4,是,这个菜桌子,"['zhe', 'ge', 'cai', 'zhuo', 'zi']"
VE04000061,擦、抹,1618447292667T0401VE04000061VE006611618447608955,桌子,否,否,否,3,否,桌子,"['zhuo', 'zi']"
VE04000061,擦、抹,1618452167142T0401VE04000061VE006611618452432705,/,否,否,否,0,否,,['']
VE04000061,擦、抹,1618468821499T0404VE04000061VE006611618469032191,/,否,否,否,0,否,,['']
VE04000061,擦、抹,1618469200711T0401VE04000061VE006611618469401394,桌子,否,否,是,4,否,桌子,"['zhuo', 'zi']"
VE04000061,擦、抹,1618469889703T0404VE04000061VE006611618470043415,/,否,否,是,0,否,,['']
VE04000062,秋千,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000062,秋千,1618198908833T0405VE04000062VE007331618199079868,秋千,否,否,是,5,是,秋天,"['qiu', 'tian']"
VE04000062,秋千,1618274322938T0405VE04000062VE007331618274727736,这是秋千,否,否,是,5,是,这是秋天,"['zhe', 'shi', 'qiu', 'tian']"
VE04000062,秋千,1618276804004T0404VE04000062VE007331618277087190,这是秋千,否,否,是,5,是,真是吃吃,"['zhen', 'shi', 'chi', 'chi']"
VE04000062,秋千,1618280457904T0405VE04000062VE007331618280706085,秋千,否,否,否,5,是,首先,"['shou', 'xian']"
VE04000062,秋千,1618285767289T0404VE04000062VE007331618286018238,秋千,否,否,否,5,是,秋天,"['qiu', 'tian']"
VE04000062,秋千,1618294413048T0405VE04000062VE007331618294682316,秋千,否,否,否,5,是,秋天,"['qiu', 'tian']"
VE04000062,秋千,1618295835309T0404VE04000062VE007331618296071153,/,否,否,是,0,否,就把这个就,"['jiu', 'ba', 'zhe', 'ge', 'jiu']"
VE04000062,秋千,1618447804255T0405VE04000062VE007331618448086046,/,否,否,否,0,否,,['']
VE04000062,秋千,1618452868800T0405VE04000062VE007331618453097465,/,否,否,否,0,否,,['']
VE04000062,秋千,1618468821499T0404VE04000062VE007331618469090161,/,否,否,否,0,否,,['']
VE04000062,秋千,1618469889703T0404VE04000062VE007331618470122121,天,否,否,否,1,否,天,['tian']
VE04000062,秋千,1618471231080T0405VE04000062VE007331618471370067,千,否,否,否,1,否,,['']
VE04000063,菊花、花,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000063,菊花、花,1364T0401VE04000063VE01036,这是花,否,否,是,5,是,这时候啊,"['zhe', 'shi', 'hou', 'a']"
VE04000063,菊花、花,1618275425566T0401VE04000063VE010361618275725016,花朵,否,否,否,5,是,阿朵,"['a', 'duo']"
VE04000063,菊花、花,1618276804004T0404VE04000063VE010361618277041549,瓜,否,否,是,3,否,我,['wo']
VE04000063,菊花、花,1618285038989T0401VE04000063VE010361618285314000,/,否,否,是,0,否,嗯,['en']
VE04000063,菊花、花,1618285767289T0404VE04000063VE010361618285980368,这玫瑰花,否,否,否,3,否,一个玫瑰花,"['yi', 'ge', 'mei', 'gui', 'hua']"
VE04000063,菊花、花,1618295133908T0401VE04000063VE010361618295477062,/,否,否,是,0,否,,['']
VE04000063,菊花、花,1618295835309T0404VE04000063VE010361618296028989,花朵,否,否,否,5,是,花果,"['hua', 'guo']"
VE04000063,菊花、花,1618447292667T0401VE04000063VE010361618447625108,饿白色的花,否,否,是,4,否,嗯白色的花,"['en', 'bai', 'se', 'de', 'hua']"
VE04000063,菊花、花,1618452167142T0401VE04000063VE010361618452450958,/,否,否,否,0,否,,['']
VE04000063,菊花、花,1618468821499T0404VE04000063VE010361618469052430,/,否,否,否,0,否,,['']
VE04000063,菊花、花,1618469200711T0401VE04000063VE010361618469422922,花,否,否,否,4,是,花,['hua']
VE04000063,菊花、花,1618469889703T0404VE04000063VE010361618470068295,花,否,否,是,5,是,,['']
VE04000064,紧,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000064,紧,1364T0401VE04000064VE00639,这是衣服很大,否,否,是,4,否,这些衣服很大,"['zhe', 'xie', 'yi', 'fu', 'hen', 'da']"
VE04000064,紧,1618279812882T0403VE04000064VE006391618280049712,这件衣服很大,否,否,是,5,否,对对应付很大,"['dui', 'dui', 'ying', 'fu', 'hen', 'da']"
VE04000064,紧,1618285038989T0401VE04000064VE006391618285286832,/,否,否,是,0,否,嗯,['en']
VE04000064,紧,1618285767289T0404VE04000064VE006391618285956861,这这件衣服很,否,否,否,5,否,这个这件衣服很,"['zhe', 'ge', 'zhe', 'jian', 'yi', 'fu', 'hen']"
VE04000064,紧,1618295133908T0401VE04000064VE006391618295456965,大,否,否,是,5,否,,['']
VE04000064,紧,1618295835309T0404VE04000064VE006391618296006283,很大,否,否,是,5,否,很大,"['hen', 'da']"
VE04000064,紧,1618299133972T0403VE04000064VE006391618299352214,jiushenmedatu,是,否,是,1,否,分享创模的投资,"['fen', 'xiang', 'chuang', 'mo', 'de', 'tou', 'zi']"
VE04000064,紧,1618299226861T0403VE04000064VE006391618299436909,很漂亮,否,否,否,4,否,很漂亮,"['hen', 'piao', 'liang']"
VE04000064,紧,1618447292667T0401VE04000064VE006391618447603464,白,否,否,否,5,否,,['']
VE04000064,紧,1618449796526T0403VE04000064VE006391618450038964,/,否,否,否,0,否,,['']
VE04000064,紧,1618452167142T0401VE04000064VE006391618452423174,/,否,否,否,0,否,,['']
VE04000064,紧,1618468821499T0404VE04000064VE006391618469021077,/,否,否,否,0,否,,['']
VE04000064,紧,1618469200711T0401VE04000064VE006391618469394424,很很长,否,否,是,4,否,太太长了,"['tai', 'tai', 'chang', 'le']"
VE04000064,紧,1618469463349T0403VE04000064VE006391618469644789,裙子,否,是,是,2,否,裙子,"['qun', 'zi']"
VE04000064,紧,1618469889703T0404VE04000064VE006391618470036214,很赞,否,否,是,2,否,很脏,"['hen', 'zang']"
VE04000064,紧,1618470847973T0403VE04000064VE006391618471033851,很漂亮,否,否,是,4,否,很漂亮,"['hen', 'piao', 'liang']"
VE04000065,拐杖,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000065,拐杖,1346T0502VE04000065VE00086,这是拐杖,否,否,是,5,是,这是拐杖,"['zhe', 'shi', 'guai', 'zhang']"
VE04000065,拐杖,1350T0504VE04000065VE00086,嗯不知道,否,是,是,5,否,不知道,"['bu', 'zhi', 'dao']"
VE04000065,拐杖,1364T0401VE04000065VE00086,这是,否,否,是,5,否,嗯这个事情不能,"['en', 'zhe', 'ge', 'shi', 'qing', 'bu', 'neng']"
VE04000065,拐杖,1618275425566T0401VE04000065VE000861618275650485,这个我就不知道了,否,否,是,5,否,这个我就不知道了,"['zhe', 'ge', 'wo', 'jiu', 'bu', 'zhi', 'dao', 'le']"
VE04000065,拐杖,1618283790419T0504VE04000065VE000861618283909795,/,否,否,否,0,否,,['']
VE04000065,拐杖,1618285038989T0401VE04000065VE000861618285239816,拐杖,否,否,是,4,是,关注,"['guan', 'zhu']"
VE04000065,拐杖,1618294378869T0502VE04000065VE000861618294535520,这是拐杖,否,否,是,5,是,这是拐杖,"['zhe', 'shi', 'guai', 'zhang']"
VE04000065,拐杖,1618295133908T0401VE04000065VE000861618295411994,拐杖,否,否,是,5,是,拐杖,"['guai', 'zhang']"
VE04000065,拐杖,1618296805874T0504VE04000065VE000861618296968620,撬棍,否,否,否,5,否,,['']
VE04000065,拐杖,1618297471484T0502VE04000065VE000861618297662417,/,否,否,是,0,否,谁知,"['shui', 'zhi']"
VE04000065,拐杖,1618447292667T0401VE04000065VE000861618447538429,骨头,否,否,否,5,否,葡萄,"['pu', 'tao']"
VE04000065,拐杖,1618450064906T0504VE04000065VE000861618450185041,拐杖,否,否,否,5,是,转账,"['zhuan', 'zhang']"
VE04000065,拐杖,1618450419482T0502VE04000065VE000861618450569844,这个是扶杖,否,否,否,5,否,这个是浮躁,"['zhe', 'ge', 'shi', 'fu', 'zao']"
VE04000065,拐杖,1618452167142T0401VE04000065VE000861618452363801,/,否,否,否,0,否,,['']
VE04000065,拐杖,1618455362593T0504VE04000065VE000861618455452756,爬山的工具,否,否,否,4,否,爬山的工具,"['pa', 'shan', 'de', 'gong', 'ju']"
VE04000065,拐杖,1618469200711T0401VE04000065VE000861618469351716,老太婆的,否,否,否,4,否,老太婆的,"['lao', 'tai', 'po', 'de']"
VE04000066,围裙、裙子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000066,围裙、裙子,1346T0502VE04000066VE00164,/,否,否,是,0,否,,['']
VE04000066,围裙、裙子,1350T0504VE04000066VE00164,裙子,否,否,否,5,是,裙子,"['qun', 'zi']"
VE04000066,围裙、裙子,1364T0401VE04000066VE00164,这是裙子,否,否,是,3,是,这是几？,"['zhe', 'shi', 'ji']"
VE04000066,围裙、裙子,1618275425566T0401VE04000066VE001641618275637978,围兜,否,否,否,5,否,,['']
VE04000066,围裙、裙子,1618283790419T0504VE04000066VE001641618283895405,这是围裙,否,否,否,5,是,这是维持,"['zhe', 'shi', 'wei', 'chi']"
VE04000066,围裙、裙子,1618285038989T0401VE04000066VE001641618285227123,/,否,否,是,0,否,,['']
VE04000066,围裙、裙子,1618294378869T0502VE04000066VE001641618294518146,这个是围裙,否,否,是,4,是,这个是我去,"['zhe', 'ge', 'shi', 'wo', 'qu']"
VE04000066,围裙、裙子,1618295133908T0401VE04000066VE001641618295401934,围兜,否,否,否,5,否,,['']
VE04000066,围裙、裙子,1618296805874T0504VE04000066VE001641618296955778,围裙,否,否,否,5,是,回去,"['hui', 'qu']"
VE04000066,围裙、裙子,1618297471484T0502VE04000066VE001641618297644891,/,否,否,否,0,否,,['']
VE04000066,围裙、裙子,1618450064906T0504VE04000066VE001641618450171805,围裙,否,否,否,4,是,维权,"['wei', 'quan']"
VE04000066,围裙、裙子,1618450419482T0502VE04000066VE001641618450559329,这个是围裙,否,否,否,4,是,这个是完全,"['zhe', 'ge', 'shi', 'wan', 'quan']"
VE04000066,围裙、裙子,1618452167142T0401VE04000066VE001641618452349957,/,否,否,否,0,否,,['']
VE04000066,围裙、裙子,1618455362593T0504VE04000066VE001641618455443683,裙子,否,否,否,5,是,橙子,"['cheng', 'zi']"
VE04000066,围裙、裙子,1618469200711T0401VE04000066VE001641618469341286,/,否,否,是,0,否,这个意思吗？,"['zhe', 'ge', 'yi', 'si', 'ma']"
VE04000067,眼睛、眼球,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000067,眼睛、眼球,1364T0401VE04000067VE01361,这是眼睛,否,否,是,5,是,这是、眼睛,"['zhe', 'shi', 'yan', 'jing']"
VE04000067,眼睛、眼球,1618275425566T0401VE04000067VE013611618275695511,经,否,否,否,1,否,金,['jin']
VE04000067,眼睛、眼球,1618276804004T0404VE04000067VE013611618277009651,眼睛,否,否,是,5,是,眼睛,"['yan', 'jing']"
VE04000067,眼睛、眼球,1618279812882T0403VE04000067VE013611618280044199,这是眼睛,否,否,是,5,是,这是野猪,"['zhe', 'shi', 'ye', 'zhu']"
VE04000067,眼睛、眼球,1618285038989T0401VE04000067VE013611618285282977,眼睛,否,否,是,5,是,面筋,"['mian', 'jin']"
VE04000067,眼睛、眼球,1618285767289T0404VE04000067VE013611618285953063,这眼睛,否,否,是,5,是,一个眼睛,"['yi', 'ge', 'yan', 'jing']"
VE04000067,眼睛、眼球,1618295133908T0401VE04000067VE013611618295453109,眼睛,否,否,否,5,是,已经,"['yi', 'jing']"
VE04000067,眼睛、眼球,1618295835309T0404VE04000067VE013611618296002605,眼睛,否,否,否,5,是,,['']
VE04000067,眼睛、眼球,1618299133972T0403VE04000067VE013611618299348579,眼睛,否,否,否,5,是,以及,"['yi', 'ji']"
VE04000067,眼睛、眼球,1618299226861T0403VE04000067VE013611618299433111,这眼睛,否,否,否,5,是,这眼睛,"['zhe', 'yan', 'jing']"
VE04000067,眼睛、眼球,1618447292667T0401VE04000067VE013611618447598535,眼睛,否,否,是,5,是,,['']
VE04000067,眼睛、眼球,1618449796526T0403VE04000067VE013611618450030500,/,否,否,否,0,否,,['']
VE04000067,眼睛、眼球,1618452167142T0401VE04000067VE013611618452419685,/,否,否,否,0,否,,['']
VE04000067,眼睛、眼球,1618468821499T0404VE04000067VE013611618469017360,/,否,否,否,0,否,,['']
VE04000067,眼睛、眼球,1618469200711T0401VE04000067VE013611618469391087,/,否,否,是,0,否,是,['shi']
VE04000067,眼睛、眼球,1618469463349T0403VE04000067VE013611618469640215,眼睛,否,否,是,4,是,眼睛,"['yan', 'jing']"
VE04000067,眼睛、眼球,1618469889703T0404VE04000067VE013611618470031630,眼睛,否,否,是,5,是,眼睛,"['yan', 'jing']"
VE04000067,眼睛、眼球,1618470847973T0403VE04000067VE013611618471030447,经,否,否,是,1,否,今天,"['jin', 'tian']"
VE04000068,锁,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000068,锁,1364T0401VE04000068VE01330,这是锁,否,否,是,5,是,就是说,"['jiu', 'shi', 'shuo']"
VE04000068,锁,1618275425566T0401VE04000068VE013301618275614706,这个是锁门的,否,否,是,4,是,这个是我们的,"['zhe', 'ge', 'shi', 'wo', 'men', 'de']"
VE04000068,锁,1618279183526T0402VE04000068VE013301618279420326,是锁门的,否,否,是,3,是,是说白点,"['shi', 'shuo', 'bai', 'dian']"
VE04000068,锁,1618285038989T0401VE04000068VE013301618285204327,/,否,否,是,0,否,,['']
VE04000068,锁,1618295133908T0401VE04000068VE013301618295380563,饿门,否,否,是,1,否,嗯那,"['en', 'na']"
VE04000068,锁,1618297906963T0402VE04000068VE013301618298158240,这,否,否,是,1,否,是,['shi']
VE04000068,锁,1618299730739T0402VE04000068VE013301618300023671,/,否,否,是,0,否,,['']
VE04000068,锁,1618447292667T0401VE04000068VE013301618447486204,嗯锁,否,否,是,5,是,嗯左,"['en', 'zuo']"
VE04000068,锁,1618450690039T0402VE04000068VE013301618450859867,/,否,否,否,0,否,,['']
VE04000068,锁,1618452167142T0401VE04000068VE013301618452330843,/,否,否,否,0,否,,['']
VE04000068,锁,1618468822007T0402VE04000068VE013301618468995541,锁,否,否,是,4,是,我,['wo']
VE04000068,锁,1618469200711T0401VE04000068VE013301618469320805,锁上门的东西,否,否,是,5,是,送上门的东西,"['song', 'shang', 'men', 'de', 'dong', 'xi']"
VE04000068,锁,1618470554451T0402VE04000068VE013301618470734084,嗯打工,否,否,是,5,否,嗯大哥,"['en', 'da', 'ge']"
VE04000068,锁,1618471019753T0402VE04000068VE013301618471274860,锁子嘛锁子,否,否,否,3,是,桌子嘛桌子,"['zhuo', 'zi', 'ma', 'zhuo', 'zi']"
VE04000069,羽毛,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000069,羽毛,1618198908833T0405VE04000069VE005691618199070082,羽毛,否,否,否,5,是,毛毛,"['mao', 'mao']"
VE04000069,羽毛,1618274322938T0405VE04000069VE005691618274713739,这是羽毛,否,否,否,5,是,这是什么？,"['zhe', 'shi', 'shen', 'me']"
VE04000069,羽毛,1618276804004T0404VE04000069VE005691618277076589,树叶,否,否,是,5,否,属于,"['shu', 'yu']"
VE04000069,羽毛,1618280457904T0405VE04000069VE005691618280697934,羽毛,否,否,否,5,是,羽毛,"['yu', 'mao']"
VE04000069,羽毛,1618285767289T0404VE04000069VE005691618286009505,/,否,否,否,0,否,好,['hao']
VE04000069,羽毛,1618294413048T0405VE04000069VE005691618294669259,这羽毛,否,否,是,5,是,,['']
VE04000069,羽毛,1618295835309T0404VE04000069VE005691618296060435,语的毛,否,否,是,2,否,你的马,"['ni', 'de', 'ma']"
VE04000069,羽毛,1618447804255T0405VE04000069VE005691618448074708,/,否,否,否,0,否,,['']
VE04000069,羽毛,1618468821499T0404VE04000069VE005691618469080327,/,否,否,否,0,否,,['']
VE04000069,羽毛,1618469889703T0404VE04000069VE005691618470108257,/,否,否,是,0,否,嗯,['en']
VE04000069,羽毛,1618471231080T0405VE04000069VE005691618471359945,毛,否,否,否,4,否,嗯哪儿,"['en', 'na', 'er']"
VE04000070,重、沉,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000070,重、沉,1618198908833T0405VE04000070VE011751618199057993,/,否,否,是,0,否,,['']
VE04000070,重、沉,1618276804004T0404VE04000070VE011751618277064270,yigeyinyue,是,否,是,1,否,,['']
VE04000070,重、沉,1618280457904T0405VE04000070VE011751618280681971,重,否,否,是,4,是,,['']
VE04000070,重、沉,1618285767289T0404VE04000070VE011751618285999053,重,否,否,否,5,是,正,['zheng']
VE04000070,重、沉,1618294413048T0405VE04000070VE011751618294657181,重,否,否,是,4,是,,['']
VE04000070,重、沉,1618295835309T0404VE04000070VE011751618296045813,meideyin,是,否,是,1,否,,['']
VE04000070,重、沉,1618447804255T0405VE04000070VE011751618448059764,/,否,否,否,0,否,,['']
VE04000070,重、沉,1618452868800T0405VE04000070VE011751618453066918,/,否,否,否,0,否,,['']
VE04000070,重、沉,1618468821499T0404VE04000070VE011751618469068081,/,否,否,否,0,否,,['']
VE04000070,重、沉,1618469889703T0404VE04000070VE011751618470089095,嗯很重,否,否,是,4,是,嗯很正,"['en', 'hen', 'zheng']"
VE04000070,重、沉,1618471231080T0405VE04000070VE011751618471348754,过,否,否,是,2,否,两块,"['liang', 'kuai']"
VE04000071,矮,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000071,矮,1350T0504VE04000071VE00098,很矮,否,否,否,5,是,除,['chu']
VE04000071,矮,1618277511749T0403VE04000071VE000981618278101217,矮,否,否,否,5,是,二,['er']
VE04000071,矮,1618279812882T0403VE04000071VE000981618280106054,这个木桩很矮,否,否,否,5,是,这个木桩很矮,"['zhe', 'ge', 'mu', 'zhuang', 'hen', 'ai']"
VE04000071,矮,1618283790419T0504VE04000071VE000981618284026613,那个很矮,否,否,否,5,是,那个很矮,"['na', 'ge', 'hen', 'ai']"
VE04000071,矮,1618296589699T0302VE04000071VE000981618296855774,小,否,否,否,4,否,想,['xiang']
VE04000071,矮,1618296805874T0504VE04000071VE000981618297078497,很矮,否,否,否,4,是,嗯啊,"['en', 'a']"
VE04000071,矮,1618299133972T0403VE04000071VE000981618299421050,他是矮的他是高的,否,否,是,2,是,他是到超级高,"['ta', 'shi', 'dao', 'chao', 'ji', 'gao']"
VE04000071,矮,1618299226861T0403VE04000071VE000981618299476969,短,否,否,否,5,否,短,['duan']
VE04000071,矮,1618299576070T0302VE04000071VE000981618299834872,脚,否,否,是,4,否,脚,['jiao']
VE04000071,矮,1618449796526T0403VE04000071VE000981618450098870,/,否,否,否,0,否,,['']
VE04000071,矮,1618450064906T0504VE04000071VE000981618450282956,那根很短,否,否,是,4,否,很短,"['hen', 'duan']"
VE04000071,矮,1618455362593T0504VE04000071VE000981618455539446,很矮,否,否,否,4,是,嗯啊,"['en', 'a']"
VE04000071,矮,1618458459974T0302VE04000071VE000981618458907246,/,否,否,否,0,否,,['']
VE04000071,矮,1618469463349T0403VE04000071VE000981618469703457,很矮,否,否,否,5,是,很爱爱,"['hen', 'ai', 'ai']"
VE04000071,矮,1618469524076T0403VE04000071VE000981618469760725,/,否,否,否,0,否,,['']
VE04000071,矮,1618470847973T0403VE04000071VE000981618471077974,很小,否,否,否,4,否,你想,"['ni', 'xiang']"
VE04000072,流汗、出汗、热,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000072,流汗、出汗、热,1618198908833T0405VE04000072VE001911618199097913,他累了,否,否,是,5,否,太累了,"['tai', 'lei', 'le']"
VE04000072,流汗、出汗、热,1618274322938T0405VE04000072VE001911618274745949,/,否,否,是,0,否,,['']
VE04000072,流汗、出汗、热,1618277511749T0403VE04000072VE001911618278067209,满头大汗,否,否,否,4,是,奶头吧,"['nai', 'tou', 'ba']"
VE04000072,流汗、出汗、热,1618279812882T0403VE04000072VE001911618280066178,他很热,否,否,是,4,是,它很热,"['ta', 'hen', 're']"
VE04000072,流汗、出汗、热,1618280457904T0405VE04000072VE001911618280717916,热,否,否,是,3,是,,['']
VE04000072,流汗、出汗、热,1618294413048T0405VE04000072VE001911618294705362,流汗了,否,否,否,4,是,流汗了,"['liu', 'han', 'le']"
VE04000072,流汗、出汗、热,1618299133972T0403VE04000072VE001911618299371437,tajieya,是,否,是,1,否,他这样,"['ta', 'zhe', 'yang']"
VE04000072,流汗、出汗、热,1618299226861T0403VE04000072VE001911618299448888,汗了,否,否,否,3,否,看了,"['kan', 'le']"
VE04000072,流汗、出汗、热,1618447804255T0405VE04000072VE001911618448102104,/,否,否,否,0,否,,['']
VE04000072,流汗、出汗、热,1618449796526T0403VE04000072VE001911618450053531,/,否,否,否,0,否,,['']
VE04000072,流汗、出汗、热,1618452868800T0405VE04000072VE001911618453109308,/,否,否,否,0,否,,['']
VE04000072,流汗、出汗、热,1618469463349T0403VE04000072VE001911618469664456,/,否,否,是,0,否,,['']
VE04000072,流汗、出汗、热,1618470847973T0403VE04000072VE001911618471046901,他好乐,否,否,否,3,是,它好热,"['ta', 'hao', 're']"
VE04000072,流汗、出汗、热,1618471231080T0405VE04000072VE001911618471386741,/,否,否,是,0,否,,['']
VE04000073,蜂蜜,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000073,蜂蜜,1618198908833T0405VE04000073VE007301618199065525,这个是蜂蜜,否,否,是,5,是,,['']
VE04000073,蜂蜜,1618274322938T0405VE04000073VE007301618274703041,/,否,否,是,0,否,,['']
VE04000073,蜂蜜,1618276804004T0404VE04000073VE007301618277071141,这是蜜蜂,否,否,是,5,否,支持密封,"['zhi', 'chi', 'mi', 'feng']"
VE04000073,蜂蜜,1618280457904T0405VE04000073VE007301618280688056,/,否,否,是,0,否,,['']
VE04000073,蜂蜜,1618285767289T0404VE04000073VE007301618286004455,这糖浆水,否,否,是,4,否,是唐香水舞,"['shi', 'tang', 'xiang', 'shui', 'wu']"
VE04000073,蜂蜜,1618294413048T0405VE04000073VE007301618294663418,/,否,否,是,0,否,,['']
VE04000073,蜂蜜,1618295835309T0404VE04000073VE007301618296053811,嗯,否,否,是,1,否,,['']
VE04000073,蜂蜜,1618447804255T0405VE04000073VE007301618448067215,/,否,否,否,0,否,,['']
VE04000073,蜂蜜,1618452868800T0405VE04000073VE007301618453075641,/,否,否,否,0,否,,['']
VE04000073,蜂蜜,1618468821499T0404VE04000073VE007301618469075801,/,否,否,否,0,否,,['']
VE04000073,蜂蜜,1618469889703T0404VE04000073VE007301618470102923,蜂蜜,否,否,是,5,是,,['']
VE04000073,蜂蜜,1618471231080T0405VE04000073VE007301618471355481,蜂蜜,否,否,否,5,是,你蜂蜜,"['ni', 'feng', 'mi']"
VE04000074,水果,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000074,水果,1618198908833T0405VE04000074VE001001618199112395,/,否,否,是,0,否,嗯,['en']
VE04000074,水果,1618273360877T0303VE04000074VE001001618273733020,直达,否,否,是,1,否,知道,"['zhi', 'dao']"
VE04000074,水果,1618274322938T0405VE04000074VE001001618274774132,都是水果,否,否,是,5,是,都是水果,"['du', 'shi', 'shui', 'guo']"
VE04000074,水果,1618277511749T0403VE04000074VE001001618277998245,水果,否,否,否,5,是,水果,"['shui', 'guo']"
VE04000074,水果,1618279812882T0403VE04000074VE001001618279989980,水果,否,否,否,5,是,水果,"['shui', 'guo']"
VE04000074,水果,1618280457904T0405VE04000074VE001001618280734319,好吃的,否,否,是,5,否,好吃的,"['hao', 'chi', 'de']"
VE04000074,水果,1618294413048T0405VE04000074VE001001618294721282,/,否,否,是,0,否,谁知,"['shui', 'zhi']"
VE04000074,水果,1618296589699T0302VE04000074VE001001618296838957,这些都是打高高,否,否,是,1,否,这些都是的高高,"['zhe', 'xie', 'du', 'shi', 'de', 'gao', 'gao']"
VE04000074,水果,1618299133972T0403VE04000074VE001001618299265857,苹果香蕉西瓜,否,否,是,4,否,其实苹果下焦吃不完,"['qi', 'shi', 'ping', 'guo', 'xia', 'jiao', 'chi', 'bu', 'wan']"
VE04000074,水果,1618299226861T0403VE04000074VE001001618299393743,营养,否,否,是,4,否,不一样,"['bu', 'yi', 'yang']"
VE04000074,水果,1618299576070T0302VE04000074VE001001618299812906,营养的,否,否,是,5,否,一样的,"['yi', 'yang', 'de']"
VE04000074,水果,1618447804255T0405VE04000074VE001001618448120242,/,否,否,否,0,否,,['']
VE04000074,水果,1618449796526T0403VE04000074VE001001618449975262,/,否,否,否,0,否,,['']
VE04000074,水果,1618452868800T0405VE04000074VE001001618453138592,/,否,否,否,0,否,,['']
VE04000074,水果,1618458459974T0302VE04000074VE001001618458876317,/,否,否,否,0,否,,['']
VE04000074,水果,1618469463349T0403VE04000074VE001001618469581374,水果子,否,是,是,4,是,为什么？水果的,"['wei', 'shen', 'me', 'shui', 'guo', 'de']"
VE04000074,水果,1618469524076T0403VE04000074VE001001618469655430,/,否,否,否,0,否,,['']
VE04000074,水果,1618470179737T0303VE04000074VE001001618470370824,水果,否,否,是,5,是,水果,"['shui', 'guo']"
VE04000074,水果,1618470847973T0403VE04000074VE001001618470980411,水果,否,否,是,5,是,水果,"['shui', 'guo']"
VE04000074,水果,1618471231080T0405VE04000074VE001001618471401395,/,否,否,是,0,否,嗯,['en']
VE04000075,快递员,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
