图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE04000063,菊花、花,1618452167142T0401VE04000063VE010361618452450958,/,0,0,0,0,0,,[''],"['ju-hua', 'hua']",{},-1
VE04000063,菊花、花,1618468821499T0404VE04000063VE010361618469052430,/,0,0,0,0,0,,[''],"['ju-hua', 'hua']",{},-1
VE04000063,菊花、花,1618469200711T0401VE04000063VE010361618469422922,花,0,0,0,4,1,花,['hua'],"['ju-hua', 'hua']","{""word"": ""\u82b1"", ""pinyin"": ""['hua']""}",-1
VE04000063,菊花、花,1618469889703T0404VE04000063VE010361618470068295,花,0,0,1,5,1,,[''],"['ju-hua', 'hua']",{},-1
VE04000064,紧,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['jin'],{},-1
VE04000064,紧,1364T0401VE04000064VE00639,这是衣服很大,0,0,1,4,0,这些衣服很大,"['zhe', 'xie', 'yi', 'fu', 'hen', 'da']",['jin'],"{""word"": ""\u8fd9\u4e9b\u8863\u670d\u5f88\u5927"", ""pinyin"": ""['zhe', 'xie', 'yi', 'fu', 'hen', 'da']"", ""nearest"": [""xie""], ""minDis"": 1.8}",0
VE04000064,紧,1618279812882T0403VE04000064VE006391618280049712,这件衣服很大,0,0,1,5,0,对对应付很大,"['dui', 'dui', 'ying', 'fu', 'hen', 'da']",['jin'],"{""word"": ""\u5bf9\u5bf9\u5e94\u4ed8\u5f88\u5927"", ""pinyin"": ""['dui', 'dui', 'ying', 'fu', 'hen', 'da']"", ""nearest"": [""ying""], ""minDis"": 1.5}",0
VE04000064,紧,1618285038989T0401VE04000064VE006391618285286832,/,0,0,1,0,0,嗯,['en'],['jin'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 2.0}",0
VE04000064,紧,1618285767289T0404VE04000064VE006391618285956861,这这件衣服很,0,0,0,5,0,这个这件衣服很,"['zhe', 'ge', 'zhe', 'jian', 'yi', 'fu', 'hen']",['jin'],"{""word"": ""\u8fd9\u4e2a\u8fd9\u4ef6\u8863\u670d\u5f88"", ""pinyin"": ""['zhe', 'ge', 'zhe', 'jian', 'yi', 'fu', 'hen']"", ""nearest"": [""jian""], ""minDis"": 1.0}",0
VE04000064,紧,1618295133908T0401VE04000064VE006391618295456965,大,0,0,1,5,0,,[''],['jin'],{},-1
VE04000064,紧,1618295835309T0404VE04000064VE006391618296006283,很大,0,0,1,5,0,很大,"['hen', 'da']",['jin'],"{""word"": ""\u5f88\u5927"", ""pinyin"": ""['hen', 'da']"", ""nearest"": [""hen""], ""minDis"": 2.0}",0
VE04000064,紧,1618299133972T0403VE04000064VE006391618299352214,jiushenmedatu,1,0,1,1,0,分享创模的投资,"['fen', 'xiang', 'chuang', 'mo', 'de', 'tou', 'zi']",['jin'],"{""word"": ""\u5206\u4eab\u521b\u6a21\u7684\u6295\u8d44"", ""pinyin"": ""['fen', 'xiang', 'chuang', 'mo', 'de', 'tou', 'zi']"", ""nearest"": [""fen""], ""minDis"": 2.0}",0
VE04000064,紧,1618299226861T0403VE04000064VE006391618299436909,很漂亮,0,0,0,4,0,很漂亮,"['hen', 'piao', 'liang']",['jin'],"{""word"": ""\u5f88\u6f02\u4eae"", ""pinyin"": ""['hen', 'piao', 'liang']"", ""nearest"": [""hen""], ""minDis"": 2.0}",0
VE04000064,紧,1618447292667T0401VE04000064VE006391618447603464,白,0,0,0,5,0,,[''],['jin'],{},-1
VE04000064,紧,1618449796526T0403VE04000064VE006391618450038964,/,0,0,0,0,0,,[''],['jin'],{},-1
VE04000064,紧,1618452167142T0401VE04000064VE006391618452423174,/,0,0,0,0,0,,[''],['jin'],{},-1
VE04000064,紧,1618468821499T0404VE04000064VE006391618469021077,/,0,0,0,0,0,,[''],['jin'],{},-1
VE04000064,紧,1618469200711T0401VE04000064VE006391618469394424,很很长,0,0,1,4,0,太太长了,"['tai', 'tai', 'chang', 'le']",['jin'],"{""word"": ""\u592a\u592a\u957f\u4e86"", ""pinyin"": ""['tai', 'tai', 'chang', 'le']"", ""nearest"": [""tai""], ""minDis"": 3.0}",0
VE04000064,紧,1618469463349T0403VE04000064VE006391618469644789,裙子,0,1,1,2,0,裙子,"['qun', 'zi']",['jin'],"{""word"": ""\u88d9\u5b50"", ""pinyin"": ""['qun', 'zi']"", ""nearest"": [""qun""], ""minDis"": 1.9}",0
VE04000064,紧,1618469889703T0404VE04000064VE006391618470036214,很赞,0,0,1,2,0,很脏,"['hen', 'zang']",['jin'],"{""word"": ""\u5f88\u810f"", ""pinyin"": ""['hen', 'zang']"", ""nearest"": [""hen""], ""minDis"": 2.0}",0
VE04000064,紧,1618470847973T0403VE04000064VE006391618471033851,很漂亮,0,0,1,4,0,很漂亮,"['hen', 'piao', 'liang']",['jin'],"{""word"": ""\u5f88\u6f02\u4eae"", ""pinyin"": ""['hen', 'piao', 'liang']"", ""nearest"": [""hen""], ""minDis"": 2.0}",0
VE04000065,拐杖,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['guai-zhang'],{},-1
VE04000065,拐杖,1346T0502VE04000065VE00086,这是拐杖,0,0,1,5,1,这是拐杖,"['zhe', 'shi', 'guai', 'zhang']",['guai-zhang'],"{""word"": ""\u8fd9\u662f\u62d0\u6756"", ""pinyin"": ""['zhe', 'shi', 'guai', 'zhang']"", ""nearest"": [""guai"", ""zhang""], ""minDis"": 0.0}",1
VE04000065,拐杖,1350T0504VE04000065VE00086,嗯不知道,0,1,1,5,0,不知道,"['bu', 'zhi', 'dao']",['guai-zhang'],"{""word"": ""\u4e0d\u77e5\u9053"", ""pinyin"": ""['bu', 'zhi', 'dao']"", ""nearest"": [""bu"", ""zhi""], ""minDis"": 3.0}",0
VE04000065,拐杖,1364T0401VE04000065VE00086,这是,0,0,1,5,0,嗯这个事情不能,"['en', 'zhe', 'ge', 'shi', 'qing', 'bu', 'neng']",['guai-zhang'],"{""word"": ""\u55ef\u8fd9\u4e2a\u4e8b\u60c5\u4e0d\u80fd"", ""pinyin"": ""['en', 'zhe', 'ge', 'shi', 'qing', 'bu', 'neng']"", ""nearest"": [""bu"", ""neng""], ""minDis"": 3.0}",0
VE04000065,拐杖,1618275425566T0401VE04000065VE000861618275650485,这个我就不知道了,0,0,1,5,0,这个我就不知道了,"['zhe', 'ge', 'wo', 'jiu', 'bu', 'zhi', 'dao', 'le']",['guai-zhang'],"{""word"": ""\u8fd9\u4e2a\u6211\u5c31\u4e0d\u77e5\u9053\u4e86"", ""pinyin"": ""['zhe', 'ge', 'wo', 'jiu', 'bu', 'zhi', 'dao', 'le']"", ""nearest"": [""bu"", ""zhi""], ""minDis"": 3.0}",0
VE04000065,拐杖,1618283790419T0504VE04000065VE000861618283909795,/,0,0,0,0,0,,[''],['guai-zhang'],{},-1
VE04000065,拐杖,1618285038989T0401VE04000065VE000861618285239816,拐杖,0,0,1,4,1,关注,"['guan', 'zhu']",['guai-zhang'],"{""word"": ""\u5173\u6ce8"", ""pinyin"": ""['guan', 'zhu']"", ""nearest"": [""guan"", ""zhu""], ""minDis"": 2.0}",0
VE04000065,拐杖,1618294378869T0502VE04000065VE000861618294535520,这是拐杖,0,0,1,5,1,这是拐杖,"['zhe', 'shi', 'guai', 'zhang']",['guai-zhang'],"{""word"": ""\u8fd9\u662f\u62d0\u6756"", ""pinyin"": ""['zhe', 'shi', 'guai', 'zhang']"", ""nearest"": [""guai"", ""zhang""], ""minDis"": 0.0}",1
VE04000065,拐杖,1618295133908T0401VE04000065VE000861618295411994,拐杖,0,0,1,5,1,拐杖,"['guai', 'zhang']",['guai-zhang'],"{""word"": ""\u62d0\u6756"", ""pinyin"": ""['guai', 'zhang']"", ""nearest"": [""guai"", ""zhang""], ""minDis"": 0.0}",1
VE04000065,拐杖,1618296805874T0504VE04000065VE000861618296968620,撬棍,0,0,0,5,0,,[''],['guai-zhang'],{},-1
VE04000065,拐杖,1618297471484T0502VE04000065VE000861618297662417,/,0,0,1,0,0,谁知,"['shui', 'zhi']",['guai-zhang'],"{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""shui"", ""zhi""], ""minDis"": 3.0}",0
VE04000065,拐杖,1618447292667T0401VE04000065VE000861618447538429,骨头,0,0,0,5,0,葡萄,"['pu', 'tao']",['guai-zhang'],"{""word"": ""\u8461\u8404"", ""pinyin"": ""['pu', 'tao']"", ""nearest"": [""pu"", ""tao""], ""minDis"": 3.5}",0
VE04000065,拐杖,1618450064906T0504VE04000065VE000861618450185041,拐杖,0,0,0,5,1,转账,"['zhuan', 'zhang']",['guai-zhang'],"{""word"": ""\u8f6c\u8d26"", ""pinyin"": ""['zhuan', 'zhang']"", ""nearest"": [""zhuan"", ""zhang""], ""minDis"": 1.5}",0
VE04000065,拐杖,1618450419482T0502VE04000065VE000861618450569844,这个是扶杖,0,0,0,5,0,这个是浮躁,"['zhe', 'ge', 'shi', 'fu', 'zao']",['guai-zhang'],"{""word"": ""\u8fd9\u4e2a\u662f\u6d6e\u8e81"", ""pinyin"": ""['zhe', 'ge', 'shi', 'fu', 'zao']"", ""nearest"": [""fu"", ""zao""], ""minDis"": 2.75}",0
VE04000065,拐杖,1618452167142T0401VE04000065VE000861618452363801,/,0,0,0,0,0,,[''],['guai-zhang'],{},-1
VE04000065,拐杖,1618455362593T0504VE04000065VE000861618455452756,爬山的工具,0,0,0,4,0,爬山的工具,"['pa', 'shan', 'de', 'gong', 'ju']",['guai-zhang'],"{""word"": ""\u722c\u5c71\u7684\u5de5\u5177"", ""pinyin"": ""['pa', 'shan', 'de', 'gong', 'ju']"", ""nearest"": [""pa"", ""shan""], ""minDis"": 2.3}",0
VE04000065,拐杖,1618469200711T0401VE04000065VE000861618469351716,老太婆的,0,0,0,4,0,老太婆的,"['lao', 'tai', 'po', 'de']",['guai-zhang'],"{""word"": ""\u8001\u592a\u5a46\u7684"", ""pinyin"": ""['lao', 'tai', 'po', 'de']"", ""nearest"": [""tai"", ""po""], ""minDis"": 3.4}",0
VE04000066,围裙、裙子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1346T0502VE04000066VE00164,/,0,0,1,0,0,,[''],"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1350T0504VE04000066VE00164,裙子,0,0,0,5,1,裙子,"['qun', 'zi']","['wei-qun', 'qun-zi']","{""word"": ""\u88d9\u5b50"", ""pinyin"": ""['qun', 'zi']"", ""nearest"": [""qun"", ""zi""], ""minDis"": 0.0}",1
VE04000066,围裙、裙子,1364T0401VE04000066VE00164,这是裙子,0,0,1,3,1,这是几？,"['zhe', 'shi', 'ji']","['wei-qun', 'qun-zi']","{""word"": ""\u8fd9\u662f\u51e0\uff1f"", ""pinyin"": ""['zhe', 'shi', 'ji']"", ""nearest"": [""shi"", ""ji""], ""minDis"": 2.5}",0
VE04000066,围裙、裙子,1618275425566T0401VE04000066VE001641618275637978,围兜,0,0,0,5,0,,[''],"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1618283790419T0504VE04000066VE001641618283895405,这是围裙,0,0,0,5,1,这是维持,"['zhe', 'shi', 'wei', 'chi']","['wei-qun', 'qun-zi']","{""word"": ""\u8fd9\u662f\u7ef4\u6301"", ""pinyin"": ""['zhe', 'shi', 'wei', 'chi']"", ""nearest"": [""wei"", ""chi""], ""minDis"": 2.0}",0
VE04000066,围裙、裙子,1618285038989T0401VE04000066VE001641618285227123,/,0,0,1,0,0,,[''],"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1618294378869T0502VE04000066VE001641618294518146,这个是围裙,0,0,1,4,1,这个是我去,"['zhe', 'ge', 'shi', 'wo', 'qu']","['wei-qun', 'qun-zi']","{""word"": ""\u8fd9\u4e2a\u662f\u6211\u53bb"", ""pinyin"": ""['zhe', 'ge', 'shi', 'wo', 'qu']"", ""nearest"": [""wo"", ""qu""], ""minDis"": 1.5}",0
VE04000066,围裙、裙子,1618295133908T0401VE04000066VE001641618295401934,围兜,0,0,0,5,0,,[''],"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1618296805874T0504VE04000066VE001641618296955778,围裙,0,0,0,5,1,回去,"['hui', 'qu']","['wei-qun', 'qun-zi']","{""word"": ""\u56de\u53bb"", ""pinyin"": ""['hui', 'qu']"", ""nearest"": [""hui"", ""qu""], ""minDis"": 1.4}",0
VE04000066,围裙、裙子,1618297471484T0502VE04000066VE001641618297644891,/,0,0,0,0,0,,[''],"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1618450064906T0504VE04000066VE001641618450171805,围裙,0,0,0,4,1,维权,"['wei', 'quan']","['wei-qun', 'qun-zi']","{""word"": ""\u7ef4\u6743"", ""pinyin"": ""['wei', 'quan']"", ""nearest"": [""wei"", ""quan""], ""minDis"": 0.5}",0
VE04000066,围裙、裙子,1618450419482T0502VE04000066VE001641618450559329,这个是围裙,0,0,0,4,1,这个是完全,"['zhe', 'ge', 'shi', 'wan', 'quan']","['wei-qun', 'qun-zi']","{""word"": ""\u8fd9\u4e2a\u662f\u5b8c\u5168"", ""pinyin"": ""['zhe', 'ge', 'shi', 'wan', 'quan']"", ""nearest"": [""wan"", ""quan""], ""minDis"": 1.5}",0
VE04000066,围裙、裙子,1618452167142T0401VE04000066VE001641618452349957,/,0,0,0,0,0,,[''],"['wei-qun', 'qun-zi']",{},-1
VE04000066,围裙、裙子,1618455362593T0504VE04000066VE001641618455443683,裙子,0,0,0,5,1,橙子,"['cheng', 'zi']","['wei-qun', 'qun-zi']","{""word"": ""\u6a59\u5b50"", ""pinyin"": ""['cheng', 'zi']"", ""nearest"": [""cheng"", ""zi""], ""minDis"": 2.0}",0
VE04000066,围裙、裙子,1618469200711T0401VE04000066VE001641618469341286,/,0,0,1,0,0,这个意思吗？,"['zhe', 'ge', 'yi', 'si', 'ma']","['wei-qun', 'qun-zi']","{""word"": ""\u8fd9\u4e2a\u610f\u601d\u5417\uff1f"", ""pinyin"": ""['zhe', 'ge', 'yi', 'si', 'ma']"", ""nearest"": [""yi"", ""si""], ""minDis"": 1.9}",0
VE04000067,眼睛、眼球,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['yan-jing', 'yan-qiu']",{},-1
VE04000067,眼睛、眼球,1364T0401VE04000067VE01361,这是眼睛,0,0,1,5,1,这是、眼睛,"['zhe', 'shi', 'yan', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u8fd9\u662f\u3001\u773c\u775b"", ""pinyin"": ""['zhe', 'shi', 'yan', 'jing']"", ""nearest"": [""yan"", ""jing""], ""minDis"": 0.0}",1
VE04000067,眼睛、眼球,1618275425566T0401VE04000067VE013611618275695511,经,0,0,0,1,0,金,['jin'],"['yan-jing', 'yan-qiu']","{""word"": ""\u91d1"", ""pinyin"": ""['jin']""}",-1
VE04000067,眼睛、眼球,1618276804004T0404VE04000067VE013611618277009651,眼睛,0,0,1,5,1,眼睛,"['yan', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u773c\u775b"", ""pinyin"": ""['yan', 'jing']"", ""nearest"": [""yan"", ""jing""], ""minDis"": 0.0}",1
VE04000067,眼睛、眼球,1618279812882T0403VE04000067VE013611618280044199,这是眼睛,0,0,1,5,1,这是野猪,"['zhe', 'shi', 'ye', 'zhu']","['yan-jing', 'yan-qiu']","{""word"": ""\u8fd9\u662f\u91ce\u732a"", ""pinyin"": ""['zhe', 'shi', 'ye', 'zhu']"", ""nearest"": [""ye"", ""zhu""], ""minDis"": 2.5}",0
VE04000067,眼睛、眼球,1618285038989T0401VE04000067VE013611618285282977,眼睛,0,0,1,5,1,面筋,"['mian', 'jin']","['yan-jing', 'yan-qiu']","{""word"": ""\u9762\u7b4b"", ""pinyin"": ""['mian', 'jin']"", ""nearest"": [""mian"", ""jin""], ""minDis"": 1.25}",0
VE04000067,眼睛、眼球,1618285767289T0404VE04000067VE013611618285953063,这眼睛,0,0,1,5,1,一个眼睛,"['yi', 'ge', 'yan', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u4e00\u4e2a\u773c\u775b"", ""pinyin"": ""['yi', 'ge', 'yan', 'jing']"", ""nearest"": [""yan"", ""jing""], ""minDis"": 0.0}",1
VE04000067,眼睛、眼球,1618295133908T0401VE04000067VE013611618295453109,眼睛,0,0,0,5,1,已经,"['yi', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u5df2\u7ecf"", ""pinyin"": ""['yi', 'jing']"", ""nearest"": [""yi"", ""jing""], ""minDis"": 1.0}",0
VE04000067,眼睛、眼球,1618295835309T0404VE04000067VE013611618296002605,眼睛,0,0,0,5,1,,[''],"['yan-jing', 'yan-qiu']",{},-1
VE04000067,眼睛、眼球,1618299133972T0403VE04000067VE013611618299348579,眼睛,0,0,0,5,1,以及,"['yi', 'ji']","['yan-jing', 'yan-qiu']","{""word"": ""\u4ee5\u53ca"", ""pinyin"": ""['yi', 'ji']"", ""nearest"": [""yi"", ""ji""], ""minDis"": 1.95}",0
VE04000067,眼睛、眼球,1618299226861T0403VE04000067VE013611618299433111,这眼睛,0,0,0,5,1,这眼睛,"['zhe', 'yan', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u8fd9\u773c\u775b"", ""pinyin"": ""['zhe', 'yan', 'jing']"", ""nearest"": [""yan"", ""jing""], ""minDis"": 0.0}",1
VE04000067,眼睛、眼球,1618447292667T0401VE04000067VE013611618447598535,眼睛,0,0,1,5,1,,[''],"['yan-jing', 'yan-qiu']",{},-1
VE04000067,眼睛、眼球,1618449796526T0403VE04000067VE013611618450030500,/,0,0,0,0,0,,[''],"['yan-jing', 'yan-qiu']",{},-1
VE04000067,眼睛、眼球,1618452167142T0401VE04000067VE013611618452419685,/,0,0,0,0,0,,[''],"['yan-jing', 'yan-qiu']",{},-1
VE04000067,眼睛、眼球,1618468821499T0404VE04000067VE013611618469017360,/,0,0,0,0,0,,[''],"['yan-jing', 'yan-qiu']",{},-1
VE04000067,眼睛、眼球,1618469200711T0401VE04000067VE013611618469391087,/,0,0,1,0,0,是,['shi'],"['yan-jing', 'yan-qiu']","{""word"": ""\u662f"", ""pinyin"": ""['shi']""}",-1
VE04000067,眼睛、眼球,1618469463349T0403VE04000067VE013611618469640215,眼睛,0,0,1,4,1,眼睛,"['yan', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u773c\u775b"", ""pinyin"": ""['yan', 'jing']"", ""nearest"": [""yan"", ""jing""], ""minDis"": 0.0}",1
VE04000067,眼睛、眼球,1618469889703T0404VE04000067VE013611618470031630,眼睛,0,0,1,5,1,眼睛,"['yan', 'jing']","['yan-jing', 'yan-qiu']","{""word"": ""\u773c\u775b"", ""pinyin"": ""['yan', 'jing']"", ""nearest"": [""yan"", ""jing""], ""minDis"": 0.0}",1
VE04000067,眼睛、眼球,1618470847973T0403VE04000067VE013611618471030447,经,0,0,1,1,0,今天,"['jin', 'tian']","['yan-jing', 'yan-qiu']","{""word"": ""\u4eca\u5929"", ""pinyin"": ""['jin', 'tian']"", ""nearest"": [""jin"", ""tian""], ""minDis"": 2.5}",0
VE04000068,锁,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['suo'],{},-1
VE04000068,锁,1364T0401VE04000068VE01330,这是锁,0,0,1,5,1,就是说,"['jiu', 'shi', 'shuo']",['suo'],"{""word"": ""\u5c31\u662f\u8bf4"", ""pinyin"": ""['jiu', 'shi', 'shuo']"", ""nearest"": [""shuo""], ""minDis"": 0.8}",0
VE04000068,锁,1618275425566T0401VE04000068VE013301618275614706,这个是锁门的,0,0,1,4,1,这个是我们的,"['zhe', 'ge', 'shi', 'wo', 'men', 'de']",['suo'],"{""word"": ""\u8fd9\u4e2a\u662f\u6211\u4eec\u7684"", ""pinyin"": ""['zhe', 'ge', 'shi', 'wo', 'men', 'de']"", ""nearest"": [""wo""], ""minDis"": 1.9}",0
VE04000068,锁,1618279183526T0402VE04000068VE013301618279420326,是锁门的,0,0,1,3,1,是说白点,"['shi', 'shuo', 'bai', 'dian']",['suo'],"{""word"": ""\u662f\u8bf4\u767d\u70b9"", ""pinyin"": ""['shi', 'shuo', 'bai', 'dian']"", ""nearest"": [""shuo""], ""minDis"": 0.8}",0
VE04000068,锁,1618285038989T0401VE04000068VE013301618285204327,/,0,0,1,0,0,,[''],['suo'],{},-1
VE04000068,锁,1618295133908T0401VE04000068VE013301618295380563,饿门,0,0,1,1,0,嗯那,"['en', 'na']",['suo'],"{""word"": ""\u55ef\u90a3"", ""pinyin"": ""['en', 'na']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE04000068,锁,1618297906963T0402VE04000068VE013301618298158240,这,0,0,1,1,0,是,['shi'],['suo'],"{""word"": ""\u662f"", ""pinyin"": ""['shi']"", ""nearest"": [""shi""], ""minDis"": 2.8}",0
VE04000068,锁,1618299730739T0402VE04000068VE013301618300023671,/,0,0,1,0,0,,[''],['suo'],{},-1
VE04000068,锁,1618447292667T0401VE04000068VE013301618447486204,嗯锁,0,0,1,5,1,嗯左,"['en', 'zuo']",['suo'],"{""word"": ""\u55ef\u5de6"", ""pinyin"": ""['en', 'zuo']"", ""nearest"": [""zuo""], ""minDis"": 0.8}",0
VE04000068,锁,1618450690039T0402VE04000068VE013301618450859867,/,0,0,0,0,0,,[''],['suo'],{},-1
VE04000068,锁,1618452167142T0401VE04000068VE013301618452330843,/,0,0,0,0,0,,[''],['suo'],{},-1
VE04000068,锁,1618468822007T0402VE04000068VE013301618468995541,锁,0,0,1,4,1,我,['wo'],['suo'],"{""word"": ""\u6211"", ""pinyin"": ""['wo']"", ""nearest"": [""wo""], ""minDis"": 1.9}",0
VE04000068,锁,1618469200711T0401VE04000068VE013301618469320805,锁上门的东西,0,0,1,5,1,送上门的东西,"['song', 'shang', 'men', 'de', 'dong', 'xi']",['suo'],"{""word"": ""\u9001\u4e0a\u95e8\u7684\u4e1c\u897f"", ""pinyin"": ""['song', 'shang', 'men', 'de', 'dong', 'xi']"", ""nearest"": [""song""], ""minDis"": 3.0}",0
VE04000068,锁,1618470554451T0402VE04000068VE013301618470734084,嗯打工,0,0,1,5,0,嗯大哥,"['en', 'da', 'ge']",['suo'],"{""word"": ""\u55ef\u5927\u54e5"", ""pinyin"": ""['en', 'da', 'ge']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE04000068,锁,1618471019753T0402VE04000068VE013301618471274860,锁子嘛锁子,0,0,0,3,1,桌子嘛桌子,"['zhuo', 'zi', 'ma', 'zhuo', 'zi']",['suo'],"{""word"": ""\u684c\u5b50\u561b\u684c\u5b50"", ""pinyin"": ""['zhuo', 'zi', 'ma', 'zhuo', 'zi']"", ""nearest"": [""zhuo""], ""minDis"": 1.6}",0
VE04000069,羽毛,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['yu-mao'],{},-1
VE04000069,羽毛,1618198908833T0405VE04000069VE005691618199070082,羽毛,0,0,0,5,1,毛毛,"['mao', 'mao']",['yu-mao'],"{""word"": ""\u6bdb\u6bdb"", ""pinyin"": ""['mao', 'mao']"", ""nearest"": [""mao"", ""mao""], ""minDis"": 1.5}",0
VE04000069,羽毛,1618274322938T0405VE04000069VE005691618274713739,这是羽毛,0,0,0,5,1,这是什么？,"['zhe', 'shi', 'shen', 'me']",['yu-mao'],"{""word"": ""\u8fd9\u662f\u4ec0\u4e48\uff1f"", ""pinyin"": ""['zhe', 'shi', 'shen', 'me']"", ""nearest"": [""shen"", ""me""], ""minDis"": 3.0}",0
VE04000069,羽毛,1618276804004T0404VE04000069VE005691618277076589,树叶,0,0,1,5,0,属于,"['shu', 'yu']",['yu-mao'],"{""word"": ""\u5c5e\u4e8e"", ""pinyin"": ""['shu', 'yu']"", ""nearest"": [""shu"", ""yu""], ""minDis"": 2.5}",0
VE04000069,羽毛,1618280457904T0405VE04000069VE005691618280697934,羽毛,0,0,0,5,1,羽毛,"['yu', 'mao']",['yu-mao'],"{""word"": ""\u7fbd\u6bdb"", ""pinyin"": ""['yu', 'mao']"", ""nearest"": [""yu"", ""mao""], ""minDis"": 0.0}",1
VE04000069,羽毛,1618285767289T0404VE04000069VE005691618286009505,/,0,0,0,0,0,好,['hao'],['yu-mao'],"{""word"": ""\u597d"", ""pinyin"": ""['hao']""}",-1
VE04000069,羽毛,1618294413048T0405VE04000069VE005691618294669259,这羽毛,0,0,1,5,1,,[''],['yu-mao'],{},-1
VE04000069,羽毛,1618295835309T0404VE04000069VE005691618296060435,语的毛,0,0,1,2,0,你的马,"['ni', 'de', 'ma']",['yu-mao'],"{""word"": ""\u4f60\u7684\u9a6c"", ""pinyin"": ""['ni', 'de', 'ma']"", ""nearest"": [""de"", ""ma""], ""minDis"": 1.6}",0
VE04000069,羽毛,1618447804255T0405VE04000069VE005691618448074708,/,0,0,0,0,0,,[''],['yu-mao'],{},-1
VE04000069,羽毛,1618468821499T0404VE04000069VE005691618469080327,/,0,0,0,0,0,,[''],['yu-mao'],{},-1
VE04000069,羽毛,1618469889703T0404VE04000069VE005691618470108257,/,0,0,1,0,0,嗯,['en'],['yu-mao'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE04000069,羽毛,1618471231080T0405VE04000069VE005691618471359945,毛,0,0,0,4,0,嗯哪儿,"['en', 'na', 'er']",['yu-mao'],"{""word"": ""\u55ef\u54ea\u513f"", ""pinyin"": ""['en', 'na', 'er']"", ""nearest"": [""en"", ""na""], ""minDis"": 2.5}",0
VE04000070,重、沉,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618198908833T0405VE04000070VE011751618199057993,/,0,0,1,0,0,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618276804004T0404VE04000070VE011751618277064270,yigeyinyue,1,0,1,1,0,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618280457904T0405VE04000070VE011751618280681971,重,0,0,1,4,1,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618285767289T0404VE04000070VE011751618285999053,重,0,0,0,5,1,正,['zheng'],"['zhong', 'chen']","{""word"": ""\u6b63"", ""pinyin"": ""['zheng']"", ""nearest"": [""zheng""], ""minDis"": 1.0}",0
VE04000070,重、沉,1618294413048T0405VE04000070VE011751618294657181,重,0,0,1,4,1,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618295835309T0404VE04000070VE011751618296045813,meideyin,1,0,1,1,0,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618447804255T0405VE04000070VE011751618448059764,/,0,0,0,0,0,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618452868800T0405VE04000070VE011751618453066918,/,0,0,0,0,0,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618468821499T0404VE04000070VE011751618469068081,/,0,0,0,0,0,,[''],"['zhong', 'chen']",{},-1
VE04000070,重、沉,1618469889703T0404VE04000070VE011751618470089095,嗯很重,0,0,1,4,1,嗯很正,"['en', 'hen', 'zheng']","['zhong', 'chen']","{""word"": ""\u55ef\u5f88\u6b63"", ""pinyin"": ""['en', 'hen', 'zheng']"", ""nearest"": [""zheng""], ""minDis"": 1.0}",0
VE04000070,重、沉,1618471231080T0405VE04000070VE011751618471348754,过,0,0,1,2,0,两块,"['liang', 'kuai']","['zhong', 'chen']","{""word"": ""\u4e24\u5757"", ""pinyin"": ""['liang', 'kuai']"", ""nearest"": [""liang""], ""minDis"": 4.0}",0
