图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE03000038,瘦、苗条、不胖,1703T0503VE03000038VE00882,不不胖,0,0,1,4,1,不不怕,"['bu', 'bu', 'pa']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4e0d\u4e0d\u6015"", ""pinyin"": ""['bu', 'bu', 'pa']"", ""nearest"": [""bu"", ""pa""], ""minDis"": 1.0}",0
VE03000038,瘦、苗条、不胖,1619139604818T0403VE03000038VE008821619139822207,这个人胖这个人瘦,0,0,1,4,1,这个人汤这个人瘦,"['zhe', 'ge', 'ren', 'tang', 'zhe', 'ge', 'ren', 'shou']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u8fd9\u4e2a\u4eba\u6c64\u8fd9\u4e2a\u4eba\u7626"", ""pinyin"": ""['zhe', 'ge', 'ren', 'tang', 'zhe', 'ge', 'ren', 'shou']"", ""nearest"": [""shou""], ""minDis"": 0.0}",1
VE03000038,瘦、苗条、不胖,1619139815024T0403VE03000038VE008821619140129008,不胖,0,0,1,4,1,是吧？不好,"['shi', 'ba', 'bu', 'hao']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u662f\u5427\uff1f\u4e0d\u597d"", ""pinyin"": ""['shi', 'ba', 'bu', 'hao']"", ""nearest"": [""bu"", ""hao""], ""minDis"": 1.5}",0
VE03000038,瘦、苗条、不胖,1619141495940T0603VE03000038VE008821619141739498,瘦,0,0,1,4,1,嗯嗯,"['en', 'en']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u55ef\u55ef"", ""pinyin"": ""['en', 'en']"", ""nearest"": [""en"", ""en""], ""minDis"": 3.0}",0
VE03000038,瘦、苗条、不胖,1619142316969T0303VE03000038VE008821619142513483,瘦,0,0,0,5,1,上网,"['shang', 'wang']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4e0a\u7f51"", ""pinyin"": ""['shang', 'wang']"", ""nearest"": [""shang""], ""minDis"": 3.0}",0
VE03000038,瘦、苗条、不胖,1619142537825T0403VE03000038VE008821619142754523,,,,,,,你好,"['ni', 'hao']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4f60\u597d"", ""pinyin"": ""['ni', 'hao']"", ""nearest"": [""ni"", ""hao""], ""minDis"": 2.5}",0
VE03000038,瘦、苗条、不胖,1619142962567T0303VE03000038VE008821619143183498,那个不胖,0,0,1,4,1,那都不怕,"['na', 'du', 'bu', 'pa']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u90a3\u90fd\u4e0d\u6015"", ""pinyin"": ""['na', 'du', 'bu', 'pa']"", ""nearest"": [""bu"", ""pa""], ""minDis"": 1.0}",0
VE03000038,瘦、苗条、不胖,1619143370389T0303VE03000038VE008821619143708562,那个人高这个人胖这个人高,0,0,1,4,0,个人高，个人胖，这个人高,"['ge', 'ren', 'gao', 'ge', 'ren', 'pang', 'zhe', 'ge', 'ren', 'gao']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4e2a\u4eba\u9ad8\uff0c\u4e2a\u4eba\u80d6\uff0c\u8fd9\u4e2a\u4eba\u9ad8"", ""pinyin"": ""['ge', 'ren', 'gao', 'ge', 'ren', 'pang', 'zhe', 'ge', 'ren', 'gao']"", ""nearest"": [""ren"", ""pang""], ""minDis"": 1.5}",0
VE03000038,瘦、苗条、不胖,1619143827338T0503VE03000038VE008821619144099425,瘦,0,0,1,4,1,,[''],"['shou', 'miao-tiao', 'bu-pang']",{},-1
VE03000038,瘦、苗条、不胖,1619143861114T0503VE03000038VE008821619144084016,瘦,0,0,1,5,1,,[''],"['shou', 'miao-tiao', 'bu-pang']",{},-1
VE03000038,瘦、苗条、不胖,1619145844860T0403VE03000038VE008821619146074706,不胖,0,0,1,4,1,,[''],"['shou', 'miao-tiao', 'bu-pang']",{},-1
VE03000038,瘦、苗条、不胖,1619145854781T0303VE03000038VE008821619146165173,不胖,0,0,1,4,1,嗯不不胖,"['en', 'bu', 'bu', 'pang']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u55ef\u4e0d\u4e0d\u80d6"", ""pinyin"": ""['en', 'bu', 'bu', 'pang']"", ""nearest"": [""bu"", ""pang""], ""minDis"": 0.0}",1
VE03000038,瘦、苗条、不胖,1619146370165T0403VE03000038VE008821619146580816,瘦,0,0,1,5,1,是多少？,"['shi', 'duo', 'shao']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u662f\u591a\u5c11\uff1f"", ""pinyin"": ""['shi', 'duo', 'shao']"", ""nearest"": [""shi""], ""minDis"": 2.0}",0
VE03000038,瘦、苗条、不胖,1619146985861T0603VE03000038VE008821619147168430,这个人瘦,0,1,1,5,1,这个人瘦,"['zhe', 'ge', 'ren', 'shou']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u8fd9\u4e2a\u4eba\u7626"", ""pinyin"": ""['zhe', 'ge', 'ren', 'shou']"", ""nearest"": [""shou""], ""minDis"": 0.0}",1
VE03000038,瘦、苗条、不胖,1619151162643T0603VE03000038VE008821619151436460,瘦,0,0,1,5,1,,[''],"['shou', 'miao-tiao', 'bu-pang']",{},-1
VE03000038,瘦、苗条、不胖,1619151561817T0603VE03000038VE008821619151749051,胖,0,0,1,4,0,嗯,['en'],"['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 4.0}",0
VE03000038,瘦、苗条、不胖,1619151774789T0503VE03000038VE008821619151950595,瘦,0,1,1,5,1,一个人对不对？是噢,"['yi', 'ge', 'ren', 'dui', 'bu', 'dui', 'shi', 'o']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4e00\u4e2a\u4eba\u5bf9\u4e0d\u5bf9\uff1f\u662f\u5662"", ""pinyin"": ""['yi', 'ge', 'ren', 'dui', 'bu', 'dui', 'shi', 'o']"", ""nearest"": [""shi""], ""minDis"": 2.0}",0
VE03000038,瘦、苗条、不胖,1619151818581T0603VE03000038VE008821619152026406,,,,,,,那个人不怕他怎么样？他次女三不胖，还可以这么说，还可以嗯嗯,"['na', 'ge', 'ren', 'bu', 'pa', 'ta', 'zen', 'me', 'yang', 'ta', 'ci', 'nv', 'san', 'bu', 'pang', 'huan', 'ke', 'yi', 'zhe', 'me', 'shuo', 'huan', 'ke', 'yi', 'en', 'en']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u90a3\u4e2a\u4eba\u4e0d\u6015\u4ed6\u600e\u4e48\u6837\uff1f\u4ed6\u6b21\u5973\u4e09\u4e0d\u80d6\uff0c\u8fd8\u53ef\u4ee5\u8fd9\u4e48\u8bf4\uff0c\u8fd8\u53ef\u4ee5\u55ef\u55ef"", ""pinyin"": ""['na', 'ge', 'ren', 'bu', 'pa', 'ta', 'zen', 'me', 'yang', 'ta', 'ci', 'nv', 'san', 'bu', 'pang', 'huan', 'ke', 'yi', 'zhe', 'me', 'shuo', 'huan', 'ke', 'yi', 'en', 'en']"", ""nearest"": [""bu"", ""pang""], ""minDis"": 0.0}",1
VE03000038,瘦、苗条、不胖,1619151922067T0503VE03000038VE008821619152099089,,,,,,,嗯这边关注你,"['en', 'zhe', 'bian', 'guan', 'zhu', 'ni']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u55ef\u8fd9\u8fb9\u5173\u6ce8\u4f60"", ""pinyin"": ""['en', 'zhe', 'bian', 'guan', 'zhu', 'ni']"", ""nearest"": [""zhu""], ""minDis"": 1.8}",0
VE03000038,瘦、苗条、不胖,1619152468113T0403VE03000038VE008821619152861249,瘦,0,0,0,4,1,,[''],"['shou', 'miao-tiao', 'bu-pang']",{},-1
VE03000038,瘦、苗条、不胖,1619158434621T0503VE03000038VE008821619158829053,,,,,,,这是什么？,"['zhe', 'shi', 'shen', 'me']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u8fd9\u662f\u4ec0\u4e48\uff1f"", ""pinyin"": ""['zhe', 'shi', 'shen', 'me']"", ""nearest"": [""shi""], ""minDis"": 2.0}",0
VE03000038,瘦、苗条、不胖,1619158454553T0303VE03000038VE008821619158871649,,,,,,,点,['dian'],"['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u70b9"", ""pinyin"": ""['dian']"", ""nearest"": [""dian""], ""minDis"": 5.0}",0
VE03000038,瘦、苗条、不胖,1619159108358T0403VE03000038VE008821619159363266,不胖,0,0,1,4,1,不怕,"['bu', 'pa']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4e0d\u6015"", ""pinyin"": ""['bu', 'pa']"", ""nearest"": [""bu"", ""pa""], ""minDis"": 1.0}",0
VE03000038,瘦、苗条、不胖,1619160121792T0403VE03000038VE008821619160379448,,,,,,,不胖不胖那是什么？不胖是瘦瘦,"['bu', 'pang', 'bu', 'pang', 'na', 'shi', 'shen', 'me', 'bu', 'pang', 'shi', 'shou', 'shou']","['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u4e0d\u80d6\u4e0d\u80d6\u90a3\u662f\u4ec0\u4e48\uff1f\u4e0d\u80d6\u662f\u7626\u7626"", ""pinyin"": ""['bu', 'pang', 'bu', 'pang', 'na', 'shi', 'shen', 'me', 'bu', 'pang', 'shi', 'shou', 'shou']"", ""nearest"": [""shou""], ""minDis"": 0.0}",1
VE03000038,瘦、苗条、不胖,1619160775255T0303VE03000038VE008821619161037710,,,,,,,唱,['chang'],"['shou', 'miao-tiao', 'bu-pang']","{""word"": ""\u5531"", ""pinyin"": ""['chang']"", ""nearest"": [""chang""], ""minDis"": 3.8}",0
VE03000039,搀扶、扶,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['chan-fu', 'fu']",{},-1
VE03000039,搀扶、扶,1619140583323T0301VE03000039VE013481619140862393,,,,,,,行不行？,"['xing', 'bu', 'xing']","['chan-fu', 'fu']","{""word"": ""\u884c\u4e0d\u884c\uff1f"", ""pinyin"": ""['xing', 'bu', 'xing']"", ""nearest"": [""bu""], ""minDis"": 1.0}",0
VE03000039,搀扶、扶,1619140803288T0301VE03000039VE013481619141089629,因为是绿灯,0,0,1,2,0,因为是玉丹,"['yin', 'wei', 'shi', 'yu', 'dan']","['chan-fu', 'fu']","{""word"": ""\u56e0\u4e3a\u662f\u7389\u4e39"", ""pinyin"": ""['yin', 'wei', 'shi', 'yu', 'dan']"", ""nearest"": [""yu""], ""minDis"": 1.0}",0
VE03000039,搀扶、扶,1619141148243T0301VE03000039VE013481619141445297,这用手帮助老奶奶的,0,0,1,4,1,就用手帮助老奶奶的,"['jiu', 'yong', 'shou', 'bang', 'zhu', 'lao', 'nai', 'nai', 'de']","['chan-fu', 'fu']","{""word"": ""\u5c31\u7528\u624b\u5e2e\u52a9\u8001\u5976\u5976\u7684"", ""pinyin"": ""['jiu', 'yong', 'shou', 'bang', 'zhu', 'lao', 'nai', 'nai', 'de']"", ""nearest"": [""jiu""], ""minDis"": 2.0}",0
VE03000039,搀扶、扶,1619146399723T0301VE03000039VE013481619146673085,,,,,,,嗯是,"['en', 'shi']","['chan-fu', 'fu']","{""word"": ""\u55ef\u662f"", ""pinyin"": ""['en', 'shi']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE03000039,搀扶、扶,1619146968290T0301VE03000039VE013481619147186940,扶着,0,1,1,4,1,故障服务这是什么？服务着,"['gu', 'zhang', 'fu', 'wu', 'zhe', 'shi', 'shen', 'me', 'fu', 'wu', 'zhao']","['chan-fu', 'fu']","{""word"": ""\u6545\u969c\u670d\u52a1\u8fd9\u662f\u4ec0\u4e48\uff1f\u670d\u52a1\u7740"", ""pinyin"": ""['gu', 'zhang', 'fu', 'wu', 'zhe', 'shi', 'shen', 'me', 'fu', 'wu', 'zhao']"", ""nearest"": [""fu""], ""minDis"": 0.0}",1
VE03000039,搀扶、扶,1619159898285T0301VE03000039VE013481619160140980,,,,,,,想想的,"['xiang', 'xiang', 'de']","['chan-fu', 'fu']","{""word"": ""\u60f3\u60f3\u7684"", ""pinyin"": ""['xiang', 'xiang', 'de']"", ""nearest"": [""de""], ""minDis"": 2.2}",0
VE03000039,搀扶、扶,1619160278071T0301VE03000039VE013481619160696814,这是给他过马路,0,0,1,3,1,岁就要去要去给他过马路,"['sui', 'jiu', 'yao', 'qu', 'yao', 'qu', 'gei', 'ta', 'guo', 'ma', 'lu']","['chan-fu', 'fu']","{""word"": ""\u5c81\u5c31\u8981\u53bb\u8981\u53bb\u7ed9\u4ed6\u8fc7\u9a6c\u8def"", ""pinyin"": ""['sui', 'jiu', 'yao', 'qu', 'yao', 'qu', 'gei', 'ta', 'guo', 'ma', 'lu']"", ""nearest"": [""qu""], ""minDis"": 1.0}",0
VE03000040,肩膀,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['jian-bang'],{},-1
VE03000040,肩膀,1605T0502VE03000040VE01214,这是人类的肩膀,0,0,1,5,1,这个是指人类的肩膀,"['zhe', 'ge', 'shi', 'zhi', 'ren', 'lei', 'de', 'jian', 'bang']",['jian-bang'],"{""word"": ""\u8fd9\u4e2a\u662f\u6307\u4eba\u7c7b\u7684\u80a9\u8180"", ""pinyin"": ""['zhe', 'ge', 'shi', 'zhi', 'ren', 'lei', 'de', 'jian', 'bang']"", ""nearest"": [""jian"", ""bang""], ""minDis"": 0.0}",1
VE03000040,肩膀,1606T0602VE03000040VE01214,/,,,,,,,[''],['jian-bang'],{},-1
VE03000040,肩膀,1629T0502VE03000040VE01214,肩膀,0,0,1,5,1,就是金吧,"['jiu', 'shi', 'jin', 'ba']",['jian-bang'],"{""word"": ""\u5c31\u662f\u91d1\u5427"", ""pinyin"": ""['jiu', 'shi', 'jin', 'ba']"", ""nearest"": [""jin"", ""ba""], ""minDis"": 1.5}",0
VE03000040,肩膀,1643T0502VE03000040VE01214,身体,0,0,1,3,0,,[''],['jian-bang'],{},-1
VE03000040,肩膀,1646T0602VE03000040VE01214,肩膀,0,0,1,5,1,天吧,"['tian', 'ba']",['jian-bang'],"{""word"": ""\u5929\u5427"", ""pinyin"": ""['tian', 'ba']"", ""nearest"": [""tian"", ""ba""], ""minDis"": 1.5}",0
VE03000040,肩膀,1691T0602VE03000040VE01214,伸手,0,0,1,3,0,,[''],['jian-bang'],{},-1
VE03000040,肩膀,1702T0502VE03000040VE01214,肩膀,0,0,1,5,1,肩膀,"['jian', 'bang']",['jian-bang'],"{""word"": ""\u80a9\u8180"", ""pinyin"": ""['jian', 'bang']"", ""nearest"": [""jian"", ""bang""], ""minDis"": 0.0}",1
VE03000040,肩膀,1619083643741T0404VE03000040VE012141619083695268,,,,,,,其实这里的数据,"['qi', 'shi', 'zhe', 'li', 'de', 'shu', 'ju']",['jian-bang'],"{""word"": ""\u5176\u5b9e\u8fd9\u91cc\u7684\u6570\u636e"", ""pinyin"": ""['qi', 'shi', 'zhe', 'li', 'de', 'shu', 'ju']"", ""nearest"": [""li"", ""de""], ""minDis"": 3.5}",0
VE03000040,肩膀,1619140034682T0502VE03000040VE012141619140272649,,,,,,,身体部位,"['shen', 'ti', 'bu', 'wei']",['jian-bang'],"{""word"": ""\u8eab\u4f53\u90e8\u4f4d"", ""pinyin"": ""['shen', 'ti', 'bu', 'wei']"", ""nearest"": [""ti"", ""bu""], ""minDis"": 3.0}",0
VE03000040,肩膀,1619140502232T0502VE03000040VE012141619140729932,,,,,,,清楚,"['qing', 'chu']",['jian-bang'],"{""word"": ""\u6e05\u695a"", ""pinyin"": ""['qing', 'chu']"", ""nearest"": [""qing"", ""chu""], ""minDis"": 3.95}",0
VE03000040,肩膀,1619142213345T0602VE03000040VE012141619142533839,肩膀,0,1,1,4,1,这是身体的一个什么部位，啊嗯先把嗯,"['zhe', 'shi', 'shen', 'ti', 'de', 'yi', 'ge', 'shen', 'me', 'bu', 'wei', 'a', 'en', 'xian', 'ba', 'en']",['jian-bang'],"{""word"": ""\u8fd9\u662f\u8eab\u4f53\u7684\u4e00\u4e2a\u4ec0\u4e48\u90e8\u4f4d\uff0c\u554a\u55ef\u5148\u628a\u55ef"", ""pinyin"": ""['zhe', 'shi', 'shen', 'ti', 'de', 'yi', 'ge', 'shen', 'me', 'bu', 'wei', 'a', 'en', 'xian', 'ba', 'en']"", ""nearest"": [""xian"", ""ba""], ""minDis"": 1.4}",0
VE03000040,肩膀,1619145771806T0502VE03000040VE012141619145967080,肩膀,0,0,1,4,1,嗯肩膀,"['en', 'jian', 'bang']",['jian-bang'],"{""word"": ""\u55ef\u80a9\u8180"", ""pinyin"": ""['en', 'jian', 'bang']"", ""nearest"": [""jian"", ""bang""], ""minDis"": 0.0}",1
VE03000040,肩膀,1619146005719T0602VE03000040VE012141619146325590,肩膀,0,0,1,4,1,肩膀,"['jian', 'bang']",['jian-bang'],"{""word"": ""\u80a9\u8180"", ""pinyin"": ""['jian', 'bang']"", ""nearest"": [""jian"", ""bang""], ""minDis"": 0.0}",1
VE03000040,肩膀,1619147343112T0602VE03000040VE012141619147522190,腰,0,0,1,4,0,,[''],['jian-bang'],{},-1
VE03000040,肩膀,1619151098317T0602VE03000040VE012141619151317765,,,,,,,我不知道,"['wo', 'bu', 'zhi', 'dao']",['jian-bang'],"{""word"": ""\u6211\u4e0d\u77e5\u9053"", ""pinyin"": ""['wo', 'bu', 'zhi', 'dao']"", ""nearest"": [""wo"", ""bu""], ""minDis"": 3.5}",0
VE03000040,肩膀,1619151171520T0602VE03000040VE012141619151423178,,,,,,,哥哥唉这个这里呢这是胳膊，这里一块是什么大的车关系到,"['ge', 'ge', 'ai', 'zhe', 'ge', 'zhe', 'li', 'ni', 'zhe', 'shi', 'ge', 'bo', 'zhe', 'li', 'yi', 'kuai', 'shi', 'shen', 'me', 'da', 'de', 'che', 'guan', 'xi', 'dao']",['jian-bang'],"{""word"": ""\u54e5\u54e5\u5509\u8fd9\u4e2a\u8fd9\u91cc\u5462\u8fd9\u662f\u80f3\u818a\uff0c\u8fd9\u91cc\u4e00\u5757\u662f\u4ec0\u4e48\u5927\u7684\u8f66\u5173\u7cfb\u5230"", ""pinyin"": ""['ge', 'ge', 'ai', 'zhe', 'ge', 'zhe', 'li', 'ni', 'zhe', 'shi', 'ge', 'bo', 'zhe', 'li', 'yi', 'kuai', 'shi', 'shen', 'me', 'da', 'de', 'che', 'guan', 'xi', 'dao']"", ""nearest"": [""xi"", ""dao""], ""minDis"": 2.9}",0
VE03000040,肩膀,1619157781789T0502VE03000040VE012141619158113886,肩,0,1,1,4,1,尖尖,"['jian', 'jian']",['jian-bang'],"{""word"": ""\u5c16\u5c16"", ""pinyin"": ""['jian', 'jian']"", ""nearest"": [""jian"", ""jian""], ""minDis"": 1.5}",0
VE03000041,跑步、运动、锻炼,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['pao-bu', 'yun-dong', 'duan-lian']",{},-1
VE03000041,跑步、运动、锻炼,1605T0502VE03000041VE01341,跑,0,0,1,4,1,啊,['a'],"['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u554a"", ""pinyin"": ""['a']""}",-1
VE03000041,跑步、运动、锻炼,1606T0602VE03000041VE01341,跑步,0,0,0,5,1,跑步,"['pao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8dd1\u6b65"", ""pinyin"": ""['pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1629T0502VE03000041VE01341,,,,,,,他不不,"['ta', 'bu', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u4ed6\u4e0d\u4e0d"", ""pinyin"": ""['ta', 'bu', 'bu']"", ""nearest"": [""ta"", ""bu""], ""minDis"": 1.0}",0
VE03000041,跑步、运动、锻炼,1632T0402VE03000041VE01341,在练功,0,0,1,4,0,对，还练功,"['dui', 'huan', 'lian', 'gong']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u5bf9\uff0c\u8fd8\u7ec3\u529f"", ""pinyin"": ""['dui', 'huan', 'lian', 'gong']"", ""nearest"": [""huan"", ""lian""], ""minDis"": 0.5}",0
VE03000041,跑步、运动、锻炼,1643T0502VE03000041VE01341,,,,,,,谁知,"['shui', 'zhi']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""shui"", ""zhi""], ""minDis"": 3.6}",0
VE03000041,跑步、运动、锻炼,1646T0602VE03000041VE01341,运动,0,0,1,5,1,运动,"['yun', 'dong']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8fd0\u52a8"", ""pinyin"": ""['yun', 'dong']"", ""nearest"": [""yun"", ""dong""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1659T0302VE03000041VE01341,,,,,,,嗯,['en'],"['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000041,跑步、运动、锻炼,1691T0602VE03000041VE01341,/,,,,,,,[''],"['pao-bu', 'yun-dong', 'duan-lian']",{},-1
VE03000041,跑步、运动、锻炼,1701T0402VE03000041VE01341,,,,,,,他是他他是嗯我知道我知道,"['ta', 'shi', 'ta', 'ta', 'shi', 'en', 'wo', 'zhi', 'dao', 'wo', 'zhi', 'dao']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u4ed6\u662f\u4ed6\u4ed6\u662f\u55ef\u6211\u77e5\u9053\u6211\u77e5\u9053"", ""pinyin"": ""['ta', 'shi', 'ta', 'ta', 'shi', 'en', 'wo', 'zhi', 'dao', 'wo', 'zhi', 'dao']"", ""nearest"": [""dao"", ""wo""], ""minDis"": 1.6}",0
VE03000041,跑步、运动、锻炼,1702T0502VE03000041VE01341,运动,0,0,1,5,1,因为这里有自己的运动嗯,"['yin', 'wei', 'zhe', 'li', 'you', 'zi', 'ji', 'de', 'yun', 'dong', 'en']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u56e0\u4e3a\u8fd9\u91cc\u6709\u81ea\u5df1\u7684\u8fd0\u52a8\u55ef"", ""pinyin"": ""['yin', 'wei', 'zhe', 'li', 'you', 'zi', 'ji', 'de', 'yun', 'dong', 'en']"", ""nearest"": [""yun"", ""dong""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1727T0302VE03000041VE01341,/,,,,,,,[''],"['pao-bu', 'yun-dong', 'duan-lian']",{},-1
VE03000041,跑步、运动、锻炼,1619140034682T0502VE03000041VE013411619140187893,跑步,0,0,1,4,1,,[''],"['pao-bu', 'yun-dong', 'duan-lian']",{},-1
VE03000041,跑步、运动、锻炼,1619140502232T0502VE03000041VE013411619140666268,跑步,0,0,1,5,1,跑步,"['pao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8dd1\u6b65"", ""pinyin"": ""['pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1619140594192T0402VE03000041VE013411619140753469,他在跑步,0,0,1,4,1,他在跑步,"['ta', 'zai', 'pao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u4ed6\u5728\u8dd1\u6b65"", ""pinyin"": ""['ta', 'zai', 'pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1619141185300T0402VE03000041VE013411619141491685,跑步,0,0,0,5,1,跑步,"['pao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8dd1\u6b65"", ""pinyin"": ""['pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1619142213345T0602VE03000041VE013411619142408148,跑步,0,0,1,5,1,好不,"['hao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u597d\u4e0d"", ""pinyin"": ""['hao', 'bu']"", ""nearest"": [""hao"", ""bu""], ""minDis"": 0.5}",0
VE03000041,跑步、运动、锻炼,1619142625407T0402VE03000041VE013411619142805821,跑,0,0,1,4,1,嗯好,"['en', 'hao']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u55ef\u597d"", ""pinyin"": ""['en', 'hao']"", ""nearest"": [""en"", ""hao""], ""minDis"": 3.0}",0
VE03000041,跑步、运动、锻炼,1619142717660T0402VE03000041VE013411619142868846,在在跑步,0,0,1,5,1,在在跑步,"['zai', 'zai', 'pao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u5728\u5728\u8dd1\u6b65"", ""pinyin"": ""['zai', 'zai', 'pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1619142817322T0302VE03000041VE013411619143062364,,,,,,,我念了,"['wo', 'nian', 'le']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u6211\u5ff5\u4e86"", ""pinyin"": ""['wo', 'nian', 'le']"", ""nearest"": [""wo"", ""nian""], ""minDis"": 2.15}",0
VE03000041,跑步、运动、锻炼,1619144112081T0302VE03000041VE013411619144421792,,,,,,,尤其,"['you', 'qi']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u5c24\u5176"", ""pinyin"": ""['you', 'qi']"", ""nearest"": [""you"", ""qi""], ""minDis"": 2.6}",0
VE03000041,跑步、运动、锻炼,1619144882766T0302VE03000041VE013411619145135290,跑步,0,0,1,5,1,好不好,"['hao', 'bu', 'hao']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u597d\u4e0d\u597d"", ""pinyin"": ""['hao', 'bu', 'hao']"", ""nearest"": [""hao"", ""bu""], ""minDis"": 0.5}",0
VE03000041,跑步、运动、锻炼,1619145056250T0302VE03000041VE013411619145286961,跑步,0,0,1,5,1,,[''],"['pao-bu', 'yun-dong', 'duan-lian']",{},-1
VE03000041,跑步、运动、锻炼,1619145771806T0502VE03000041VE013411619145902859,运动,0,0,1,5,1,运动,"['yun', 'dong']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8fd0\u52a8"", ""pinyin"": ""['yun', 'dong']"", ""nearest"": [""yun"", ""dong""], ""minDis"": 0.0}",1
VE03000041,跑步、运动、锻炼,1619145921706T0402VE03000041VE013411619146084447,跑步,0,0,1,4,1,还有不,"['huan', 'you', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u8fd8\u6709\u4e0d"", ""pinyin"": ""['huan', 'you', 'bu']"", ""nearest"": [""you"", ""bu""], ""minDis"": 1.5}",0
VE03000041,跑步、运动、锻炼,1619146005719T0602VE03000041VE013411619146256194,锻炼锻炼跑步,0,1,1,4,1,锻炼嘛锻炼他在干嘛？锻炼什么？锻炼跑步,"['duan', 'lian', 'ma', 'duan', 'lian', 'ta', 'zai', 'gan', 'ma', 'duan', 'lian', 'shen', 'me', 'duan', 'lian', 'pao', 'bu']","['pao-bu', 'yun-dong', 'duan-lian']","{""word"": ""\u953b\u70bc\u561b\u953b\u70bc\u4ed6\u5728\u5e72\u561b\uff1f\u953b\u70bc\u4ec0\u4e48\uff1f\u953b\u70bc\u8dd1\u6b65"", ""pinyin"": ""['duan', 'lian', 'ma', 'duan', 'lian', 'ta', 'zai', 'gan', 'ma', 'duan', 'lian', 'shen', 'me', 'duan', 'lian', 'pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
